prompt_id,prompt_text,template_type,category,base_prompt_id,generation_method
base_0450,a clean car,attribute_object,certain,,template: a [attribute] [object]
base_0451,a clean rack,attribute_object,certain,,template: a [attribute] [object]
base_0452,a clean apple,attribute_object,certain,,template: a [attribute] [object]
base_0453,a clean banana,attribute_object,certain,,template: a [attribute] [object]
base_0454,a clean book,attribute_object,certain,,template: a [attribute] [object]
base_0455,a clean phone,attribute_object,certain,,template: a [attribute] [object]
base_0456,a clean laptop,attribute_object,certain,,template: a [attribute] [object]
base_0457,a clean camera,attribute_object,certain,,template: a [attribute] [object]
base_0458,a clean backpack,attribute_object,certain,,template: a [attribute] [object]
base_0459,a clean television,attribute_object,certain,,template: a [attribute] [object]
base_0460,a wet dog,attribute_object,certain,,template: a [attribute] [object]
base_0461,a wet cat,attribute_object,certain,,template: a [attribute] [object]
base_0462,a wet chair,attribute_object,certain,,template: a [attribute] [object]
base_0463,a wet table,attribute_object,certain,,template: a [attribute] [object]
base_0464,a wet cup,attribute_object,certain,,template: a [attribute] [object]
base_0465,a wet bottle,attribute_object,certain,,template: a [attribute] [object]
base_0466,a wet bicycle,attribute_object,certain,,template: a [attribute] [object]
base_0467,a wet car,attribute_object,certain,,template: a [attribute] [object]
base_0468,a wet rack,attribute_object,certain,,template: a [attribute] [object]
base_0469,a wet apple,attribute_object,certain,,template: a [attribute] [object]
base_0470,a wet banana,attribute_object,certain,,template: a [attribute] [object]
base_0471,a wet book,attribute_object,certain,,template: a [attribute] [object]
base_0472,a wet phone,attribute_object,certain,,template: a [attribute] [object]
base_0473,a wet laptop,attribute_object,certain,,template: a [attribute] [object]
base_0474,a wet camera,attribute_object,certain,,template: a [attribute] [object]
base_0475,a wet backpack,attribute_object,certain,,template: a [attribute] [object]
base_0476,a wet television,attribute_object,certain,,template: a [attribute] [object]
base_0477,a dry dog,attribute_object,certain,,template: a [attribute] [object]
base_0478,a dry cat,attribute_object,certain,,template: a [attribute] [object]
base_0479,a dry chair,attribute_object,certain,,template: a [attribute] [object]
base_0480,a dry table,attribute_object,certain,,template: a [attribute] [object]
base_0481,a dry cup,attribute_object,certain,,template: a [attribute] [object]
base_0482,a dry bottle,attribute_object,certain,,template: a [attribute] [object]
base_0483,a dry bicycle,attribute_object,certain,,template: a [attribute] [object]
base_0484,a dry car,attribute_object,certain,,template: a [attribute] [object]
base_0485,a dry rack,attribute_object,certain,,template: a [attribute] [object]
base_0486,a dry apple,attribute_object,certain,,template: a [attribute] [object]
base_0487,a dry banana,attribute_object,certain,,template: a [attribute] [object]
base_0488,a dry book,attribute_object,certain,,template: a [attribute] [object]
base_0489,a dry phone,attribute_object,certain,,template: a [attribute] [object]
base_0490,a dry laptop,attribute_object,certain,,template: a [attribute] [object]
base_0491,a dry camera,attribute_object,certain,,template: a [attribute] [object]
base_0492,a dry backpack,attribute_object,certain,,template: a [attribute] [object]
base_0493,a dry television,attribute_object,certain,,template: a [attribute] [object]
base_0494,a heavy dog,attribute_object,certain,,template: a [attribute] [object]
base_0495,a heavy cat,attribute_object,certain,,template: a [attribute] [object]
base_0496,a heavy chair,attribute_object,certain,,template: a [attribute] [object]
base_0497,a heavy table,attribute_object,certain,,template: a [attribute] [object]
base_0498,a heavy cup,attribute_object,certain,,template: a [attribute] [object]
base_0499,a heavy bottle,attribute_object,certain,,template: a [attribute] [object]
base_0500,a heavy bicycle,attribute_object,certain,,template: a [attribute] [object]
base_0501,a heavy car,attribute_object,certain,,template: a [attribute] [object]
base_0502,a heavy rack,attribute_object,certain,,template: a [attribute] [object]
base_0503,a heavy apple,attribute_object,certain,,template: a [attribute] [object]
base_0504,a heavy banana,attribute_object,certain,,template: a [attribute] [object]
base_0505,a heavy book,attribute_object,certain,,template: a [attribute] [object]
base_0506,a heavy phone,attribute_object,certain,,template: a [attribute] [object]
base_0507,a heavy laptop,attribute_object,certain,,template: a [attribute] [object]
base_0508,a heavy camera,attribute_object,certain,,template: a [attribute] [object]
base_0509,a heavy backpack,attribute_object,certain,,template: a [attribute] [object]
base_0510,a heavy television,attribute_object,certain,,template: a [attribute] [object]
base_0511,a light dog,attribute_object,certain,,template: a [attribute] [object]
base_0512,a light cat,attribute_object,certain,,template: a [attribute] [object]
base_0513,a light chair,attribute_object,certain,,template: a [attribute] [object]
base_0514,a light table,attribute_object,certain,,template: a [attribute] [object]
base_0515,a light cup,attribute_object,certain,,template: a [attribute] [object]
base_0516,a light bottle,attribute_object,certain,,template: a [attribute] [object]
base_0517,a light bicycle,attribute_object,certain,,template: a [attribute] [object]
base_0518,a light car,attribute_object,certain,,template: a [attribute] [object]
base_0519,a light rack,attribute_object,certain,,template: a [attribute] [object]
base_0520,a light apple,attribute_object,certain,,template: a [attribute] [object]
base_0521,a light banana,attribute_object,certain,,template: a [attribute] [object]
base_0522,a light book,attribute_object,certain,,template: a [attribute] [object]
base_0523,a light phone,attribute_object,certain,,template: a [attribute] [object]
base_0524,a light laptop,attribute_object,certain,,template: a [attribute] [object]
base_0525,a light camera,attribute_object,certain,,template: a [attribute] [object]
base_0526,a light backpack,attribute_object,certain,,template: a [attribute] [object]
base_0527,a light television,attribute_object,certain,,template: a [attribute] [object]
base_0528,a round dog,attribute_object,certain,,template: a [attribute] [object]
base_0529,a round cat,attribute_object,certain,,template: a [attribute] [object]
base_0530,a round chair,attribute_object,certain,,template: a [attribute] [object]
base_0531,a round table,attribute_object,certain,,template: a [attribute] [object]
base_0532,a round cup,attribute_object,certain,,template: a [attribute] [object]
base_0533,a round bottle,attribute_object,certain,,template: a [attribute] [object]
base_0534,a round bicycle,attribute_object,certain,,template: a [attribute] [object]
base_0535,a round car,attribute_object,certain,,template: a [attribute] [object]
base_0536,a round rack,attribute_object,certain,,template: a [attribute] [object]
base_0537,a round apple,attribute_object,certain,,template: a [attribute] [object]
base_0538,a round banana,attribute_object,certain,,template: a [attribute] [object]
base_0539,a round book,attribute_object,certain,,template: a [attribute] [object]
base_0540,a round phone,attribute_object,certain,,template: a [attribute] [object]
base_0541,a round laptop,attribute_object,certain,,template: a [attribute] [object]
base_0542,a round camera,attribute_object,certain,,template: a [attribute] [object]
base_0543,a round backpack,attribute_object,certain,,template: a [attribute] [object]
base_0544,a round television,attribute_object,certain,,template: a [attribute] [object]
base_0545,a dog on a table,object_on_surface,certain,,template: a [object] on a [surface]
base_0546,a dog on a floor,object_on_surface,certain,,template: a [object] on a [surface]
base_0547,a dog on a desk,object_on_surface,certain,,template: a [object] on a [surface]
base_0548,a dog on a shelf,object_on_surface,certain,,template: a [object] on a [surface]
base_0549,a dog on a bed,object_on_surface,certain,,template: a [object] on a [surface]
base_0550,a cat on a table,object_on_surface,certain,,template: a [object] on a [surface]
base_0551,a cat on a floor,object_on_surface,certain,,template: a [object] on a [surface]
base_0552,a cat on a desk,object_on_surface,certain,,template: a [object] on a [surface]
base_0553,a cat on a shelf,object_on_surface,certain,,template: a [object] on a [surface]
base_0554,a cat on a bed,object_on_surface,certain,,template: a [object] on a [surface]
base_0555,a chair on a table,object_on_surface,certain,,template: a [object] on a [surface]
base_0556,a chair on a floor,object_on_surface,certain,,template: a [object] on a [surface]
base_0557,a chair on a desk,object_on_surface,certain,,template: a [object] on a [surface]
base_0558,a chair on a shelf,object_on_surface,certain,,template: a [object] on a [surface]
base_0559,a chair on a bed,object_on_surface,certain,,template: a [object] on a [surface]
base_0560,a table on a table,object_on_surface,certain,,template: a [object] on a [surface]
base_0561,a table on a floor,object_on_surface,certain,,template: a [object] on a [surface]
base_0562,a table on a desk,object_on_surface,certain,,template: a [object] on a [surface]
base_0563,a table on a shelf,object_on_surface,certain,,template: a [object] on a [surface]
base_0564,a table on a bed,object_on_surface,certain,,template: a [object] on a [surface]
base_0565,a cup on a table,object_on_surface,certain,,template: a [object] on a [surface]
base_0566,a cup on a floor,object_on_surface,certain,,template: a [object] on a [surface]
base_0567,a cup on a desk,object_on_surface,certain,,template: a [object] on a [surface]
base_0568,a cup on a shelf,object_on_surface,certain,,template: a [object] on a [surface]
base_0569,a cup on a bed,object_on_surface,certain,,template: a [object] on a [surface]
base_0570,a bottle on a table,object_on_surface,certain,,template: a [object] on a [surface]
base_0571,a bottle on a floor,object_on_surface,certain,,template: a [object] on a [surface]
base_0572,a bottle on a desk,object_on_surface,certain,,template: a [object] on a [surface]
base_0573,a bottle on a shelf,object_on_surface,certain,,template: a [object] on a [surface]
base_0574,a bottle on a bed,object_on_surface,certain,,template: a [object] on a [surface]
base_0575,a bicycle on a table,object_on_surface,certain,,template: a [object] on a [surface]
base_0576,a bicycle on a floor,object_on_surface,certain,,template: a [object] on a [surface]
base_0577,a bicycle on a desk,object_on_surface,certain,,template: a [object] on a [surface]
base_0578,a bicycle on a shelf,object_on_surface,certain,,template: a [object] on a [surface]
base_0579,a bicycle on a bed,object_on_surface,certain,,template: a [object] on a [surface]
base_0580,a car on a table,object_on_surface,certain,,template: a [object] on a [surface]
base_0581,a car on a floor,object_on_surface,certain,,template: a [object] on a [surface]
base_0582,a car on a desk,object_on_surface,certain,,template: a [object] on a [surface]
base_0583,a car on a shelf,object_on_surface,certain,,template: a [object] on a [surface]
base_0584,a car on a bed,object_on_surface,certain,,template: a [object] on a [surface]
base_0585,a rack on a table,object_on_surface,certain,,template: a [object] on a [surface]
base_0586,a rack on a floor,object_on_surface,certain,,template: a [object] on a [surface]
base_0587,a rack on a desk,object_on_surface,certain,,template: a [object] on a [surface]
base_0588,a rack on a shelf,object_on_surface,certain,,template: a [object] on a [surface]
base_0589,a rack on a bed,object_on_surface,certain,,template: a [object] on a [surface]
base_0590,an apple on a table,object_on_surface,certain,,template: a [object] on a [surface]
base_0591,an apple on a floor,object_on_surface,certain,,template: a [object] on a [surface]
base_0592,an apple on a desk,object_on_surface,certain,,template: a [object] on a [surface]
base_0593,an apple on a shelf,object_on_surface,certain,,template: a [object] on a [surface]
base_0594,an apple on a bed,object_on_surface,certain,,template: a [object] on a [surface]
base_0595,a banana on a table,object_on_surface,certain,,template: a [object] on a [surface]
base_0596,a banana on a floor,object_on_surface,certain,,template: a [object] on a [surface]
base_0597,a banana on a desk,object_on_surface,certain,,template: a [object] on a [surface]
base_0598,a banana on a shelf,object_on_surface,certain,,template: a [object] on a [surface]
base_0599,a banana on a bed,object_on_surface,certain,,template: a [object] on a [surface]
base_0600,a book on a table,object_on_surface,certain,,template: a [object] on a [surface]
base_0601,a book on a floor,object_on_surface,certain,,template: a [object] on a [surface]
base_0602,a book on a desk,object_on_surface,certain,,template: a [object] on a [surface]
base_0603,a book on a shelf,object_on_surface,certain,,template: a [object] on a [surface]
base_0604,a book on a bed,object_on_surface,certain,,template: a [object] on a [surface]
base_0605,a phone on a table,object_on_surface,certain,,template: a [object] on a [surface]
base_0606,a phone on a floor,object_on_surface,certain,,template: a [object] on a [surface]
base_0607,a phone on a desk,object_on_surface,certain,,template: a [object] on a [surface]
base_0608,a phone on a shelf,object_on_surface,certain,,template: a [object] on a [surface]
base_0609,a phone on a bed,object_on_surface,certain,,template: a [object] on a [surface]
base_0610,a laptop on a table,object_on_surface,certain,,template: a [object] on a [surface]
base_0611,a laptop on a floor,object_on_surface,certain,,template: a [object] on a [surface]
base_0612,a laptop on a desk,object_on_surface,certain,,template: a [object] on a [surface]
base_0613,a laptop on a shelf,object_on_surface,certain,,template: a [object] on a [surface]
base_0614,a laptop on a bed,object_on_surface,certain,,template: a [object] on a [surface]
base_0615,a camera on a table,object_on_surface,certain,,template: a [object] on a [surface]
base_0616,a camera on a floor,object_on_surface,certain,,template: a [object] on a [surface]
base_0617,a camera on a desk,object_on_surface,certain,,template: a [object] on a [surface]
base_0618,a camera on a shelf,object_on_surface,certain,,template: a [object] on a [surface]
base_0619,a camera on a bed,object_on_surface,certain,,template: a [object] on a [surface]
base_0620,a backpack on a table,object_on_surface,certain,,template: a [object] on a [surface]
base_0621,a backpack on a floor,object_on_surface,certain,,template: a [object] on a [surface]
base_0622,a backpack on a desk,object_on_surface,certain,,template: a [object] on a [surface]
base_0623,a backpack on a shelf,object_on_surface,certain,,template: a [object] on a [surface]
base_0624,a backpack on a bed,object_on_surface,certain,,template: a [object] on a [surface]
base_0625,a television on a table,object_on_surface,certain,,template: a [object] on a [surface]
base_0626,a television on a floor,object_on_surface,certain,,template: a [object] on a [surface]
base_0627,a television on a desk,object_on_surface,certain,,template: a [object] on a [surface]
base_0628,a television on a shelf,object_on_surface,certain,,template: a [object] on a [surface]
base_0629,a television on a bed,object_on_surface,certain,,template: a [object] on a [surface]
base_0630,two dogs in a room,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0631,two dogs in a street,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0632,two dogs in a park,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0633,two dogs in a kitchen,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0634,two dogs in a beach,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0635,two dogs in an office,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0636,two dogs in a garden,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0637,two dogs in a forest,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0638,two dogs in a desert,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0639,two dogs in a city,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0640,two dogs in a village,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0641,two dogs in a restaurant,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0642,two dogs in a cafe,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0643,two dogs in a library,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0644,two dogs in a school,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0645,two dogs in a market,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0646,two dogs in a farm,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0647,two dogs in a field,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0648,two dogs in an airport,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0649,two dogs in a station,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0650,two cats in a room,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0651,two cats in a street,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0652,two cats in a park,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0653,two cats in a kitchen,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0654,two cats in a beach,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0655,two cats in an office,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0656,two cats in a garden,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0657,two cats in a forest,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0658,two cats in a desert,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0659,two cats in a city,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0660,two cats in a village,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0661,two cats in a restaurant,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0662,two cats in a cafe,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0663,two cats in a library,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0664,two cats in a school,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0665,two cats in a market,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0666,two cats in a farm,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0667,two cats in a field,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0668,two cats in an airport,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0669,two cats in a station,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0670,two chairs in a room,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0671,two chairs in a street,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0672,two chairs in a park,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0673,two chairs in a kitchen,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0674,two chairs in a beach,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0675,two chairs in an office,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0676,two chairs in a garden,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0677,two chairs in a forest,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0678,two chairs in a desert,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0679,two chairs in a city,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0680,two chairs in a village,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0681,two chairs in a restaurant,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0682,two chairs in a cafe,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0683,two chairs in a library,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0684,two chairs in a school,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0685,two chairs in a market,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0686,two chairs in a farm,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0687,two chairs in a field,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0688,two chairs in an airport,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0689,two chairs in a station,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0690,two tables in a room,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0691,two tables in a street,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0692,two tables in a park,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0693,two tables in a kitchen,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0694,two tables in a beach,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0695,two tables in an office,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0696,two tables in a garden,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0697,two tables in a forest,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0698,two tables in a desert,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0699,two tables in a city,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0700,two tables in a village,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0701,two tables in a restaurant,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0702,two tables in a cafe,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0703,two tables in a library,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0704,two tables in a school,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0705,two tables in a market,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0706,two tables in a farm,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0707,two tables in a field,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0708,two tables in an airport,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0709,two tables in a station,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0710,two cups in a room,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0711,two cups in a street,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0712,two cups in a park,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0713,two cups in a kitchen,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0714,two cups in a beach,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0715,two cups in an office,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0716,two cups in a garden,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0717,two cups in a forest,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0718,two cups in a desert,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0719,two cups in a city,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0720,two cups in a village,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0721,two cups in a restaurant,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0722,two cups in a cafe,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0723,two cups in a library,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0724,two cups in a school,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0725,two cups in a market,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0726,two cups in a farm,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0727,two cups in a field,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0728,two cups in an airport,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0729,two cups in a station,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0730,two bottles in a room,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0731,two bottles in a street,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0732,two bottles in a park,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0733,two bottles in a kitchen,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0734,two bottles in a beach,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0735,two bottles in an office,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0736,two bottles in a garden,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0737,two bottles in a forest,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0738,two bottles in a desert,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0739,two bottles in a city,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0740,two bottles in a village,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0741,two bottles in a restaurant,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0742,two bottles in a cafe,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0743,two bottles in a library,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0744,two bottles in a school,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0745,two bottles in a market,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0746,two bottles in a farm,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0747,two bottles in a field,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0748,two bottles in an airport,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0749,two bottles in a station,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0750,two bicycles in a room,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0751,two bicycles in a street,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0752,two bicycles in a park,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0753,two bicycles in a kitchen,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0754,two bicycles in a beach,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0755,two bicycles in an office,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0756,two bicycles in a garden,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0757,two bicycles in a forest,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0758,two bicycles in a desert,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0759,two bicycles in a city,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0760,two bicycles in a village,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0761,two bicycles in a restaurant,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0762,two bicycles in a cafe,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0763,two bicycles in a library,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0764,two bicycles in a school,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0765,two bicycles in a market,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0766,two bicycles in a farm,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0767,two bicycles in a field,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0768,two bicycles in an airport,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0769,two bicycles in a station,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0770,two cars in a room,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0771,two cars in a street,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0772,two cars in a park,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0773,two cars in a kitchen,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0774,two cars in a beach,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0775,two cars in an office,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0776,two cars in a garden,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0777,two cars in a forest,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0778,two cars in a desert,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0779,two cars in a city,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0780,two cars in a village,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0781,two cars in a restaurant,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0782,two cars in a cafe,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0783,two cars in a library,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0784,two cars in a school,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0785,two cars in a market,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0786,two cars in a farm,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0787,two cars in a field,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0788,two cars in an airport,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0789,two cars in a station,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0790,two racks in a room,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0791,two racks in a street,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0792,two racks in a park,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0793,two racks in a kitchen,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0794,two racks in a beach,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0795,two racks in an office,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0796,two racks in a garden,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0797,two racks in a forest,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0798,two racks in a desert,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0799,two racks in a city,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0800,two racks in a village,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0801,two racks in a restaurant,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0802,two racks in a cafe,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0803,two racks in a library,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0804,two racks in a school,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0805,two racks in a market,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0806,two racks in a farm,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0807,two racks in a field,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0808,two racks in an airport,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0809,two racks in a station,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0810,two apples in a room,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0811,two apples in a street,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0812,two apples in a park,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0813,two apples in a kitchen,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0814,two apples in a beach,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0815,two apples in an office,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0816,two apples in a garden,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0817,two apples in a forest,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0818,two apples in a desert,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0819,two apples in a city,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0820,two apples in a village,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0821,two apples in a restaurant,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0822,two apples in a cafe,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0823,two apples in a library,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0824,two apples in a school,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0825,two apples in a market,two_objects_in_place,certain,,template: two [objects] in a [place]
