prompt_id,prompt_text,template_type,category,subcategory,base_prompt_id,source_prompt_text,generation_method,original_word_order
unc_wordsalad_00247,cyan a rack,color_object,uncertain,word_salad,base_0247,a cyan rack,word_shuffle,a cyan rack
unc_wordsalad_00248,cyan a apple,color_object,uncertain,word_salad,base_0248,a cyan apple,word_shuffle,a cyan apple
unc_wordsalad_00249,banana a cyan,color_object,uncertain,word_salad,base_0249,a cyan banana,word_shuffle,a cyan banana
unc_wordsalad_00250,a book cyan,color_object,uncertain,word_salad,base_0250,a cyan book,word_shuffle,a cyan book
unc_wordsalad_00251,cyan a phone,color_object,uncertain,word_salad,base_0251,a cyan phone,word_shuffle,a cyan phone
unc_wordsalad_00252,a laptop cyan,color_object,uncertain,word_salad,base_0252,a cyan laptop,word_shuffle,a cyan laptop
unc_wordsalad_00253,cyan a camera,color_object,uncertain,word_salad,base_0253,a cyan camera,word_shuffle,a cyan camera
unc_wordsalad_00254,a backpack cyan,color_object,uncertain,word_salad,base_0254,a cyan backpack,word_shuffle,a cyan backpack
unc_wordsalad_00255,a television cyan,color_object,uncertain,word_salad,base_0255,a cyan television,word_shuffle,a cyan television
unc_wordsalad_00256,dog a small,attribute_object,uncertain,word_salad,base_0256,a small dog,word_shuffle,a small dog
unc_wordsalad_00257,cat a small,attribute_object,uncertain,word_salad,base_0257,a small cat,word_shuffle,a small cat
unc_wordsalad_00258,small a chair,attribute_object,uncertain,word_salad,base_0258,a small chair,word_shuffle,a small chair
unc_wordsalad_00259,table a small,attribute_object,uncertain,word_salad,base_0259,a small table,word_shuffle,a small table
unc_wordsalad_00260,small a cup,attribute_object,uncertain,word_salad,base_0260,a small cup,word_shuffle,a small cup
unc_wordsalad_00261,small a bottle,attribute_object,uncertain,word_salad,base_0261,a small bottle,word_shuffle,a small bottle
unc_wordsalad_00262,small a bicycle,attribute_object,uncertain,word_salad,base_0262,a small bicycle,word_shuffle,a small bicycle
unc_wordsalad_00263,a car small,attribute_object,uncertain,word_salad,base_0263,a small car,word_shuffle,a small car
unc_wordsalad_00264,small a rack,attribute_object,uncertain,word_salad,base_0264,a small rack,word_shuffle,a small rack
unc_wordsalad_00265,a apple small,attribute_object,uncertain,word_salad,base_0265,a small apple,word_shuffle,a small apple
unc_wordsalad_00266,a banana small,attribute_object,uncertain,word_salad,base_0266,a small banana,word_shuffle,a small banana
unc_wordsalad_00267,small a book,attribute_object,uncertain,word_salad,base_0267,a small book,word_shuffle,a small book
unc_wordsalad_00268,a phone small,attribute_object,uncertain,word_salad,base_0268,a small phone,word_shuffle,a small phone
unc_wordsalad_00269,laptop a small,attribute_object,uncertain,word_salad,base_0269,a small laptop,word_shuffle,a small laptop
unc_wordsalad_00270,small a camera,attribute_object,uncertain,word_salad,base_0270,a small camera,word_shuffle,a small camera
unc_wordsalad_00271,small a backpack,attribute_object,uncertain,word_salad,base_0271,a small backpack,word_shuffle,a small backpack
unc_wordsalad_00272,a television small,attribute_object,uncertain,word_salad,base_0272,a small television,word_shuffle,a small television
unc_wordsalad_00273,a dog big,attribute_object,uncertain,word_salad,base_0273,a big dog,word_shuffle,a big dog
unc_wordsalad_00274,a cat big,attribute_object,uncertain,word_salad,base_0274,a big cat,word_shuffle,a big cat
unc_wordsalad_00275,big a chair,attribute_object,uncertain,word_salad,base_0275,a big chair,word_shuffle,a big chair
unc_wordsalad_00276,table a big,attribute_object,uncertain,word_salad,base_0276,a big table,word_shuffle,a big table
unc_wordsalad_00277,a cup big,attribute_object,uncertain,word_salad,base_0277,a big cup,word_shuffle,a big cup
unc_wordsalad_00278,bottle a big,attribute_object,uncertain,word_salad,base_0278,a big bottle,word_shuffle,a big bottle
unc_wordsalad_00279,bicycle a big,attribute_object,uncertain,word_salad,base_0279,a big bicycle,word_shuffle,a big bicycle
unc_wordsalad_00280,car a big,attribute_object,uncertain,word_salad,base_0280,a big car,word_shuffle,a big car
unc_wordsalad_00281,rack a big,attribute_object,uncertain,word_salad,base_0281,a big rack,word_shuffle,a big rack
unc_wordsalad_00282,big a apple,attribute_object,uncertain,word_salad,base_0282,a big apple,word_shuffle,a big apple
unc_wordsalad_00283,big a banana,attribute_object,uncertain,word_salad,base_0283,a big banana,word_shuffle,a big banana
unc_wordsalad_00284,big a book,attribute_object,uncertain,word_salad,base_0284,a big book,word_shuffle,a big book
unc_wordsalad_00285,phone a big,attribute_object,uncertain,word_salad,base_0285,a big phone,word_shuffle,a big phone
unc_wordsalad_00286,big a laptop,attribute_object,uncertain,word_salad,base_0286,a big laptop,word_shuffle,a big laptop
unc_wordsalad_00287,camera a big,attribute_object,uncertain,word_salad,base_0287,a big camera,word_shuffle,a big camera
unc_wordsalad_00288,backpack a big,attribute_object,uncertain,word_salad,base_0288,a big backpack,word_shuffle,a big backpack
unc_wordsalad_00289,big a television,attribute_object,uncertain,word_salad,base_0289,a big television,word_shuffle,a big television
unc_wordsalad_00290,old an dog,attribute_object,uncertain,word_salad,base_0290,an old dog,word_shuffle,an old dog
unc_wordsalad_00291,an cat old,attribute_object,uncertain,word_salad,base_0291,an old cat,word_shuffle,an old cat
unc_wordsalad_00292,chair an old,attribute_object,uncertain,word_salad,base_0292,an old chair,word_shuffle,an old chair
unc_wordsalad_00293,table an old,attribute_object,uncertain,word_salad,base_0293,an old table,word_shuffle,an old table
unc_wordsalad_00294,old an cup,attribute_object,uncertain,word_salad,base_0294,an old cup,word_shuffle,an old cup
unc_wordsalad_00295,bottle an old,attribute_object,uncertain,word_salad,base_0295,an old bottle,word_shuffle,an old bottle
unc_wordsalad_00296,an bicycle old,attribute_object,uncertain,word_salad,base_0296,an old bicycle,word_shuffle,an old bicycle
unc_wordsalad_00297,old an car,attribute_object,uncertain,word_salad,base_0297,an old car,word_shuffle,an old car
unc_wordsalad_00298,an rack old,attribute_object,uncertain,word_salad,base_0298,an old rack,word_shuffle,an old rack
unc_wordsalad_00299,apple an old,attribute_object,uncertain,word_salad,base_0299,an old apple,word_shuffle,an old apple
unc_wordsalad_00300,an banana old,attribute_object,uncertain,word_salad,base_0300,an old banana,word_shuffle,an old banana
unc_wordsalad_00301,an book old,attribute_object,uncertain,word_salad,base_0301,an old book,word_shuffle,an old book
unc_wordsalad_00302,an phone old,attribute_object,uncertain,word_salad,base_0302,an old phone,word_shuffle,an old phone
unc_wordsalad_00303,old an laptop,attribute_object,uncertain,word_salad,base_0303,an old laptop,word_shuffle,an old laptop
unc_wordsalad_00304,an camera old,attribute_object,uncertain,word_salad,base_0304,an old camera,word_shuffle,an old camera
unc_wordsalad_00305,an backpack old,attribute_object,uncertain,word_salad,base_0305,an old backpack,word_shuffle,an old backpack
unc_wordsalad_00306,an television old,attribute_object,uncertain,word_salad,base_0306,an old television,word_shuffle,an old television
unc_wordsalad_00307,new a dog,attribute_object,uncertain,word_salad,base_0307,a new dog,word_shuffle,a new dog
unc_wordsalad_00308,a cat new,attribute_object,uncertain,word_salad,base_0308,a new cat,word_shuffle,a new cat
unc_wordsalad_00309,a chair new,attribute_object,uncertain,word_salad,base_0309,a new chair,word_shuffle,a new chair
unc_wordsalad_00310,table a new,attribute_object,uncertain,word_salad,base_0310,a new table,word_shuffle,a new table
unc_wordsalad_00311,cup a new,attribute_object,uncertain,word_salad,base_0311,a new cup,word_shuffle,a new cup
unc_wordsalad_00312,new a bottle,attribute_object,uncertain,word_salad,base_0312,a new bottle,word_shuffle,a new bottle
unc_wordsalad_00313,a bicycle new,attribute_object,uncertain,word_salad,base_0313,a new bicycle,word_shuffle,a new bicycle
unc_wordsalad_00314,new a car,attribute_object,uncertain,word_salad,base_0314,a new car,word_shuffle,a new car
unc_wordsalad_00315,a rack new,attribute_object,uncertain,word_salad,base_0315,a new rack,word_shuffle,a new rack
unc_wordsalad_00316,apple a new,attribute_object,uncertain,word_salad,base_0316,a new apple,word_shuffle,a new apple
unc_wordsalad_00317,new a banana,attribute_object,uncertain,word_salad,base_0317,a new banana,word_shuffle,a new banana
unc_wordsalad_00318,a book new,attribute_object,uncertain,word_salad,base_0318,a new book,word_shuffle,a new book
unc_wordsalad_00319,new a phone,attribute_object,uncertain,word_salad,base_0319,a new phone,word_shuffle,a new phone
unc_wordsalad_00320,laptop a new,attribute_object,uncertain,word_salad,base_0320,a new laptop,word_shuffle,a new laptop
unc_wordsalad_00321,a camera new,attribute_object,uncertain,word_salad,base_0321,a new camera,word_shuffle,a new camera
unc_wordsalad_00322,a backpack new,attribute_object,uncertain,word_salad,base_0322,a new backpack,word_shuffle,a new backpack
unc_wordsalad_00323,new a television,attribute_object,uncertain,word_salad,base_0323,a new television,word_shuffle,a new television
unc_wordsalad_00324,a dog wooden,attribute_object,uncertain,word_salad,base_0324,a wooden dog,word_shuffle,a wooden dog
unc_wordsalad_00325,a cat wooden,attribute_object,uncertain,word_salad,base_0325,a wooden cat,word_shuffle,a wooden cat
unc_wordsalad_00326,a chair wooden,attribute_object,uncertain,word_salad,base_0326,a wooden chair,word_shuffle,a wooden chair
unc_wordsalad_00327,wooden a table,attribute_object,uncertain,word_salad,base_0327,a wooden table,word_shuffle,a wooden table
unc_wordsalad_00328,wooden a cup,attribute_object,uncertain,word_salad,base_0328,a wooden cup,word_shuffle,a wooden cup
unc_wordsalad_00329,a bottle wooden,attribute_object,uncertain,word_salad,base_0329,a wooden bottle,word_shuffle,a wooden bottle
unc_wordsalad_00330,a bicycle wooden,attribute_object,uncertain,word_salad,base_0330,a wooden bicycle,word_shuffle,a wooden bicycle
unc_wordsalad_00331,a car wooden,attribute_object,uncertain,word_salad,base_0331,a wooden car,word_shuffle,a wooden car
unc_wordsalad_00332,a rack wooden,attribute_object,uncertain,word_salad,base_0332,a wooden rack,word_shuffle,a wooden rack
unc_wordsalad_00333,apple a wooden,attribute_object,uncertain,word_salad,base_0333,a wooden apple,word_shuffle,a wooden apple
unc_wordsalad_00334,banana a wooden,attribute_object,uncertain,word_salad,base_0334,a wooden banana,word_shuffle,a wooden banana
unc_wordsalad_00335,a book wooden,attribute_object,uncertain,word_salad,base_0335,a wooden book,word_shuffle,a wooden book
unc_wordsalad_00336,a phone wooden,attribute_object,uncertain,word_salad,base_0336,a wooden phone,word_shuffle,a wooden phone
unc_wordsalad_00337,laptop a wooden,attribute_object,uncertain,word_salad,base_0337,a wooden laptop,word_shuffle,a wooden laptop
unc_wordsalad_00338,wooden a camera,attribute_object,uncertain,word_salad,base_0338,a wooden camera,word_shuffle,a wooden camera
unc_wordsalad_00339,backpack a wooden,attribute_object,uncertain,word_salad,base_0339,a wooden backpack,word_shuffle,a wooden backpack
unc_wordsalad_00340,television a wooden,attribute_object,uncertain,word_salad,base_0340,a wooden television,word_shuffle,a wooden television
unc_wordsalad_00341,a dog plastic,attribute_object,uncertain,word_salad,base_0341,a plastic dog,word_shuffle,a plastic dog
unc_wordsalad_00342,cat a plastic,attribute_object,uncertain,word_salad,base_0342,a plastic cat,word_shuffle,a plastic cat
unc_wordsalad_00343,chair a plastic,attribute_object,uncertain,word_salad,base_0343,a plastic chair,word_shuffle,a plastic chair
unc_wordsalad_00344,table a plastic,attribute_object,uncertain,word_salad,base_0344,a plastic table,word_shuffle,a plastic table
unc_wordsalad_00345,a cup plastic,attribute_object,uncertain,word_salad,base_0345,a plastic cup,word_shuffle,a plastic cup
unc_wordsalad_00346,plastic a bottle,attribute_object,uncertain,word_salad,base_0346,a plastic bottle,word_shuffle,a plastic bottle
unc_wordsalad_00347,a bicycle plastic,attribute_object,uncertain,word_salad,base_0347,a plastic bicycle,word_shuffle,a plastic bicycle
unc_wordsalad_00348,plastic a car,attribute_object,uncertain,word_salad,base_0348,a plastic car,word_shuffle,a plastic car
unc_wordsalad_00349,plastic a rack,attribute_object,uncertain,word_salad,base_0349,a plastic rack,word_shuffle,a plastic rack
unc_wordsalad_00350,a apple plastic,attribute_object,uncertain,word_salad,base_0350,a plastic apple,word_shuffle,a plastic apple
unc_wordsalad_00351,plastic a banana,attribute_object,uncertain,word_salad,base_0351,a plastic banana,word_shuffle,a plastic banana
unc_wordsalad_00352,plastic a book,attribute_object,uncertain,word_salad,base_0352,a plastic book,word_shuffle,a plastic book
unc_wordsalad_00353,plastic a phone,attribute_object,uncertain,word_salad,base_0353,a plastic phone,word_shuffle,a plastic phone
unc_wordsalad_00354,a laptop plastic,attribute_object,uncertain,word_salad,base_0354,a plastic laptop,word_shuffle,a plastic laptop
unc_wordsalad_00355,a camera plastic,attribute_object,uncertain,word_salad,base_0355,a plastic camera,word_shuffle,a plastic camera
unc_wordsalad_00356,backpack a plastic,attribute_object,uncertain,word_salad,base_0356,a plastic backpack,word_shuffle,a plastic backpack
unc_wordsalad_00357,television a plastic,attribute_object,uncertain,word_salad,base_0357,a plastic television,word_shuffle,a plastic television
unc_wordsalad_00358,a dog glass,attribute_object,uncertain,word_salad,base_0358,a glass dog,word_shuffle,a glass dog
unc_wordsalad_00359,cat a glass,attribute_object,uncertain,word_salad,base_0359,a glass cat,word_shuffle,a glass cat
unc_wordsalad_00360,chair a glass,attribute_object,uncertain,word_salad,base_0360,a glass chair,word_shuffle,a glass chair
unc_wordsalad_00361,glass a table,attribute_object,uncertain,word_salad,base_0361,a glass table,word_shuffle,a glass table
unc_wordsalad_00362,cup a glass,attribute_object,uncertain,word_salad,base_0362,a glass cup,word_shuffle,a glass cup
unc_wordsalad_00363,bottle a glass,attribute_object,uncertain,word_salad,base_0363,a glass bottle,word_shuffle,a glass bottle
unc_wordsalad_00364,a bicycle glass,attribute_object,uncertain,word_salad,base_0364,a glass bicycle,word_shuffle,a glass bicycle
unc_wordsalad_00365,glass a car,attribute_object,uncertain,word_salad,base_0365,a glass car,word_shuffle,a glass car
unc_wordsalad_00366,glass a rack,attribute_object,uncertain,word_salad,base_0366,a glass rack,word_shuffle,a glass rack
unc_wordsalad_00367,glass a apple,attribute_object,uncertain,word_salad,base_0367,a glass apple,word_shuffle,a glass apple
unc_wordsalad_00368,banana a glass,attribute_object,uncertain,word_salad,base_0368,a glass banana,word_shuffle,a glass banana
unc_wordsalad_00369,a book glass,attribute_object,uncertain,word_salad,base_0369,a glass book,word_shuffle,a glass book
unc_wordsalad_00370,a phone glass,attribute_object,uncertain,word_salad,base_0370,a glass phone,word_shuffle,a glass phone
unc_wordsalad_00371,a laptop glass,attribute_object,uncertain,word_salad,base_0371,a glass laptop,word_shuffle,a glass laptop
unc_wordsalad_00372,glass a camera,attribute_object,uncertain,word_salad,base_0372,a glass camera,word_shuffle,a glass camera
unc_wordsalad_00373,a backpack glass,attribute_object,uncertain,word_salad,base_0373,a glass backpack,word_shuffle,a glass backpack
unc_wordsalad_00374,glass a television,attribute_object,uncertain,word_salad,base_0374,a glass television,word_shuffle,a glass television
unc_wordsalad_00375,dog a stone,attribute_object,uncertain,word_salad,base_0375,a stone dog,word_shuffle,a stone dog
unc_wordsalad_00376,stone a cat,attribute_object,uncertain,word_salad,base_0376,a stone cat,word_shuffle,a stone cat
unc_wordsalad_00377,a chair stone,attribute_object,uncertain,word_salad,base_0377,a stone chair,word_shuffle,a stone chair
unc_wordsalad_00378,a table stone,attribute_object,uncertain,word_salad,base_0378,a stone table,word_shuffle,a stone table
unc_wordsalad_00379,cup a stone,attribute_object,uncertain,word_salad,base_0379,a stone cup,word_shuffle,a stone cup
unc_wordsalad_00380,bottle a stone,attribute_object,uncertain,word_salad,base_0380,a stone bottle,word_shuffle,a stone bottle
unc_wordsalad_00381,bicycle a stone,attribute_object,uncertain,word_salad,base_0381,a stone bicycle,word_shuffle,a stone bicycle
unc_wordsalad_00382,stone a car,attribute_object,uncertain,word_salad,base_0382,a stone car,word_shuffle,a stone car
unc_wordsalad_00383,stone a rack,attribute_object,uncertain,word_salad,base_0383,a stone rack,word_shuffle,a stone rack
unc_wordsalad_00384,apple a stone,attribute_object,uncertain,word_salad,base_0384,a stone apple,word_shuffle,a stone apple
unc_wordsalad_00385,a banana stone,attribute_object,uncertain,word_salad,base_0385,a stone banana,word_shuffle,a stone banana
unc_wordsalad_00386,a book stone,attribute_object,uncertain,word_salad,base_0386,a stone book,word_shuffle,a stone book
unc_wordsalad_00387,a phone stone,attribute_object,uncertain,word_salad,base_0387,a stone phone,word_shuffle,a stone phone
unc_wordsalad_00388,a laptop stone,attribute_object,uncertain,word_salad,base_0388,a stone laptop,word_shuffle,a stone laptop
unc_wordsalad_00389,stone a camera,attribute_object,uncertain,word_salad,base_0389,a stone camera,word_shuffle,a stone camera
unc_wordsalad_00390,backpack a stone,attribute_object,uncertain,word_salad,base_0390,a stone backpack,word_shuffle,a stone backpack
unc_wordsalad_00391,television a stone,attribute_object,uncertain,word_salad,base_0391,a stone television,word_shuffle,a stone television
unc_wordsalad_00392,metal a dog,attribute_object,uncertain,word_salad,base_0392,a metal dog,word_shuffle,a metal dog
unc_wordsalad_00393,cat a metal,attribute_object,uncertain,word_salad,base_0393,a metal cat,word_shuffle,a metal cat
unc_wordsalad_00394,chair a metal,attribute_object,uncertain,word_salad,base_0394,a metal chair,word_shuffle,a metal chair
unc_wordsalad_00395,table a metal,attribute_object,uncertain,word_salad,base_0395,a metal table,word_shuffle,a metal table
unc_wordsalad_00396,cup a metal,attribute_object,uncertain,word_salad,base_0396,a metal cup,word_shuffle,a metal cup
unc_wordsalad_00397,bottle a metal,attribute_object,uncertain,word_salad,base_0397,a metal bottle,word_shuffle,a metal bottle
unc_wordsalad_00398,a bicycle metal,attribute_object,uncertain,word_salad,base_0398,a metal bicycle,word_shuffle,a metal bicycle
unc_wordsalad_00399,car a metal,attribute_object,uncertain,word_salad,base_0399,a metal car,word_shuffle,a metal car
unc_wordsalad_00400,rack a metal,attribute_object,uncertain,word_salad,base_0400,a metal rack,word_shuffle,a metal rack
unc_wordsalad_00401,apple a metal,attribute_object,uncertain,word_salad,base_0401,a metal apple,word_shuffle,a metal apple
unc_wordsalad_00402,banana a metal,attribute_object,uncertain,word_salad,base_0402,a metal banana,word_shuffle,a metal banana
unc_wordsalad_00403,book a metal,attribute_object,uncertain,word_salad,base_0403,a metal book,word_shuffle,a metal book
unc_wordsalad_00404,metal a phone,attribute_object,uncertain,word_salad,base_0404,a metal phone,word_shuffle,a metal phone
unc_wordsalad_00405,metal a laptop,attribute_object,uncertain,word_salad,base_0405,a metal laptop,word_shuffle,a metal laptop
unc_wordsalad_00406,a camera metal,attribute_object,uncertain,word_salad,base_0406,a metal camera,word_shuffle,a metal camera
unc_wordsalad_00407,a backpack metal,attribute_object,uncertain,word_salad,base_0407,a metal backpack,word_shuffle,a metal backpack
unc_wordsalad_00408,a television metal,attribute_object,uncertain,word_salad,base_0408,a metal television,word_shuffle,a metal television
unc_wordsalad_00409,shiny a dog,attribute_object,uncertain,word_salad,base_0409,a shiny dog,word_shuffle,a shiny dog
unc_wordsalad_00410,cat a shiny,attribute_object,uncertain,word_salad,base_0410,a shiny cat,word_shuffle,a shiny cat
unc_wordsalad_00411,chair a shiny,attribute_object,uncertain,word_salad,base_0411,a shiny chair,word_shuffle,a shiny chair
unc_wordsalad_00412,shiny a table,attribute_object,uncertain,word_salad,base_0412,a shiny table,word_shuffle,a shiny table
unc_wordsalad_00413,a cup shiny,attribute_object,uncertain,word_salad,base_0413,a shiny cup,word_shuffle,a shiny cup
unc_wordsalad_00414,shiny a bottle,attribute_object,uncertain,word_salad,base_0414,a shiny bottle,word_shuffle,a shiny bottle
unc_wordsalad_00415,shiny a bicycle,attribute_object,uncertain,word_salad,base_0415,a shiny bicycle,word_shuffle,a shiny bicycle
unc_wordsalad_00416,a car shiny,attribute_object,uncertain,word_salad,base_0416,a shiny car,word_shuffle,a shiny car
unc_wordsalad_00417,rack a shiny,attribute_object,uncertain,word_salad,base_0417,a shiny rack,word_shuffle,a shiny rack
unc_wordsalad_00418,shiny a apple,attribute_object,uncertain,word_salad,base_0418,a shiny apple,word_shuffle,a shiny apple
unc_wordsalad_00419,a banana shiny,attribute_object,uncertain,word_salad,base_0419,a shiny banana,word_shuffle,a shiny banana
unc_wordsalad_00420,book a shiny,attribute_object,uncertain,word_salad,base_0420,a shiny book,word_shuffle,a shiny book
unc_wordsalad_00421,a phone shiny,attribute_object,uncertain,word_salad,base_0421,a shiny phone,word_shuffle,a shiny phone
unc_wordsalad_00422,a laptop shiny,attribute_object,uncertain,word_salad,base_0422,a shiny laptop,word_shuffle,a shiny laptop
unc_wordsalad_00423,a camera shiny,attribute_object,uncertain,word_salad,base_0423,a shiny camera,word_shuffle,a shiny camera
unc_wordsalad_00424,a backpack shiny,attribute_object,uncertain,word_salad,base_0424,a shiny backpack,word_shuffle,a shiny backpack
unc_wordsalad_00425,shiny a television,attribute_object,uncertain,word_salad,base_0425,a shiny television,word_shuffle,a shiny television
unc_wordsalad_00426,dog a dirty,attribute_object,uncertain,word_salad,base_0426,a dirty dog,word_shuffle,a dirty dog
unc_wordsalad_00427,a cat dirty,attribute_object,uncertain,word_salad,base_0427,a dirty cat,word_shuffle,a dirty cat
unc_wordsalad_00428,a chair dirty,attribute_object,uncertain,word_salad,base_0428,a dirty chair,word_shuffle,a dirty chair
unc_wordsalad_00429,table a dirty,attribute_object,uncertain,word_salad,base_0429,a dirty table,word_shuffle,a dirty table
unc_wordsalad_00430,cup a dirty,attribute_object,uncertain,word_salad,base_0430,a dirty cup,word_shuffle,a dirty cup
unc_wordsalad_00431,a bottle dirty,attribute_object,uncertain,word_salad,base_0431,a dirty bottle,word_shuffle,a dirty bottle
unc_wordsalad_00432,dirty a bicycle,attribute_object,uncertain,word_salad,base_0432,a dirty bicycle,word_shuffle,a dirty bicycle
unc_wordsalad_00433,dirty a car,attribute_object,uncertain,word_salad,base_0433,a dirty car,word_shuffle,a dirty car
unc_wordsalad_00434,a rack dirty,attribute_object,uncertain,word_salad,base_0434,a dirty rack,word_shuffle,a dirty rack
unc_wordsalad_00435,apple a dirty,attribute_object,uncertain,word_salad,base_0435,a dirty apple,word_shuffle,a dirty apple
unc_wordsalad_00436,dirty a banana,attribute_object,uncertain,word_salad,base_0436,a dirty banana,word_shuffle,a dirty banana
unc_wordsalad_00437,a book dirty,attribute_object,uncertain,word_salad,base_0437,a dirty book,word_shuffle,a dirty book
unc_wordsalad_00438,a phone dirty,attribute_object,uncertain,word_salad,base_0438,a dirty phone,word_shuffle,a dirty phone
unc_wordsalad_00439,dirty a laptop,attribute_object,uncertain,word_salad,base_0439,a dirty laptop,word_shuffle,a dirty laptop
unc_wordsalad_00440,a camera dirty,attribute_object,uncertain,word_salad,base_0440,a dirty camera,word_shuffle,a dirty camera
unc_wordsalad_00441,backpack a dirty,attribute_object,uncertain,word_salad,base_0441,a dirty backpack,word_shuffle,a dirty backpack
unc_wordsalad_00442,dirty a television,attribute_object,uncertain,word_salad,base_0442,a dirty television,word_shuffle,a dirty television
unc_wordsalad_00443,dog a clean,attribute_object,uncertain,word_salad,base_0443,a clean dog,word_shuffle,a clean dog
unc_wordsalad_00444,clean a cat,attribute_object,uncertain,word_salad,base_0444,a clean cat,word_shuffle,a clean cat
unc_wordsalad_00445,chair a clean,attribute_object,uncertain,word_salad,base_0445,a clean chair,word_shuffle,a clean chair
unc_wordsalad_00446,table a clean,attribute_object,uncertain,word_salad,base_0446,a clean table,word_shuffle,a clean table
unc_wordsalad_00447,a cup clean,attribute_object,uncertain,word_salad,base_0447,a clean cup,word_shuffle,a clean cup
unc_wordsalad_00448,bottle a clean,attribute_object,uncertain,word_salad,base_0448,a clean bottle,word_shuffle,a clean bottle
unc_wordsalad_00449,clean a bicycle,attribute_object,uncertain,word_salad,base_0449,a clean bicycle,word_shuffle,a clean bicycle
unc_wordsalad_00450,a car clean,attribute_object,uncertain,word_salad,base_0450,a clean car,word_shuffle,a clean car
unc_wordsalad_00451,rack a clean,attribute_object,uncertain,word_salad,base_0451,a clean rack,word_shuffle,a clean rack
unc_wordsalad_00452,clean a apple,attribute_object,uncertain,word_salad,base_0452,a clean apple,word_shuffle,a clean apple
unc_wordsalad_00453,a banana clean,attribute_object,uncertain,word_salad,base_0453,a clean banana,word_shuffle,a clean banana
unc_wordsalad_00454,clean a book,attribute_object,uncertain,word_salad,base_0454,a clean book,word_shuffle,a clean book
unc_wordsalad_00455,phone a clean,attribute_object,uncertain,word_salad,base_0455,a clean phone,word_shuffle,a clean phone
unc_wordsalad_00456,clean a laptop,attribute_object,uncertain,word_salad,base_0456,a clean laptop,word_shuffle,a clean laptop
unc_wordsalad_00457,a camera clean,attribute_object,uncertain,word_salad,base_0457,a clean camera,word_shuffle,a clean camera
unc_wordsalad_00458,clean a backpack,attribute_object,uncertain,word_salad,base_0458,a clean backpack,word_shuffle,a clean backpack
unc_wordsalad_00459,clean a television,attribute_object,uncertain,word_salad,base_0459,a clean television,word_shuffle,a clean television
unc_wordsalad_00460,wet a dog,attribute_object,uncertain,word_salad,base_0460,a wet dog,word_shuffle,a wet dog
unc_wordsalad_00461,wet a cat,attribute_object,uncertain,word_salad,base_0461,a wet cat,word_shuffle,a wet cat
unc_wordsalad_00462,wet a chair,attribute_object,uncertain,word_salad,base_0462,a wet chair,word_shuffle,a wet chair
unc_wordsalad_00463,wet a table,attribute_object,uncertain,word_salad,base_0463,a wet table,word_shuffle,a wet table
unc_wordsalad_00464,a cup wet,attribute_object,uncertain,word_salad,base_0464,a wet cup,word_shuffle,a wet cup
unc_wordsalad_00465,bottle a wet,attribute_object,uncertain,word_salad,base_0465,a wet bottle,word_shuffle,a wet bottle
unc_wordsalad_00466,a bicycle wet,attribute_object,uncertain,word_salad,base_0466,a wet bicycle,word_shuffle,a wet bicycle
unc_wordsalad_00467,a car wet,attribute_object,uncertain,word_salad,base_0467,a wet car,word_shuffle,a wet car
unc_wordsalad_00468,rack a wet,attribute_object,uncertain,word_salad,base_0468,a wet rack,word_shuffle,a wet rack
unc_wordsalad_00469,apple a wet,attribute_object,uncertain,word_salad,base_0469,a wet apple,word_shuffle,a wet apple
unc_wordsalad_00470,a banana wet,attribute_object,uncertain,word_salad,base_0470,a wet banana,word_shuffle,a wet banana
unc_wordsalad_00471,book a wet,attribute_object,uncertain,word_salad,base_0471,a wet book,word_shuffle,a wet book
unc_wordsalad_00472,phone a wet,attribute_object,uncertain,word_salad,base_0472,a wet phone,word_shuffle,a wet phone
unc_wordsalad_00473,laptop a wet,attribute_object,uncertain,word_salad,base_0473,a wet laptop,word_shuffle,a wet laptop
unc_wordsalad_00474,camera a wet,attribute_object,uncertain,word_salad,base_0474,a wet camera,word_shuffle,a wet camera
unc_wordsalad_00475,a backpack wet,attribute_object,uncertain,word_salad,base_0475,a wet backpack,word_shuffle,a wet backpack
unc_wordsalad_00476,a television wet,attribute_object,uncertain,word_salad,base_0476,a wet television,word_shuffle,a wet television
unc_wordsalad_00477,a dog dry,attribute_object,uncertain,word_salad,base_0477,a dry dog,word_shuffle,a dry dog
unc_wordsalad_00478,a cat dry,attribute_object,uncertain,word_salad,base_0478,a dry cat,word_shuffle,a dry cat
unc_wordsalad_00479,a chair dry,attribute_object,uncertain,word_salad,base_0479,a dry chair,word_shuffle,a dry chair
unc_wordsalad_00480,table a dry,attribute_object,uncertain,word_salad,base_0480,a dry table,word_shuffle,a dry table
unc_wordsalad_00481,a cup dry,attribute_object,uncertain,word_salad,base_0481,a dry cup,word_shuffle,a dry cup
unc_wordsalad_00482,bottle a dry,attribute_object,uncertain,word_salad,base_0482,a dry bottle,word_shuffle,a dry bottle
unc_wordsalad_00483,a bicycle dry,attribute_object,uncertain,word_salad,base_0483,a dry bicycle,word_shuffle,a dry bicycle
unc_wordsalad_00484,a car dry,attribute_object,uncertain,word_salad,base_0484,a dry car,word_shuffle,a dry car
unc_wordsalad_00485,dry a rack,attribute_object,uncertain,word_salad,base_0485,a dry rack,word_shuffle,a dry rack
