prompt_id,prompt_text,template_type,category,subcategory,base_prompt_id,source_prompt_text,generation_method,original_word,pseudoword
unc_nonword_00237,a lime parakoxo,color_object,uncertain,non_word,base_0237,a lime backpack,pseudoword_replacement,backpack,parakoxo
unc_nonword_00238,a qine television,color_object,uncertain,non_word,base_0238,a lime television,pseudoword_replacement,lime,qine
unc_nonword_00239,a cyan hava,color_object,uncertain,non_word,base_0239,a cyan dog,pseudoword_replacement,dog,hava
unc_nonword_00240,a pize cat,color_object,uncertain,non_word,base_0240,a cyan cat,pseudoword_replacement,cyan,pize
unc_nonword_00241,a fele chair,color_object,uncertain,non_word,base_0241,a cyan chair,pseudoword_replacement,cyan,fele
unc_nonword_00242,a yeza table,color_object,uncertain,non_word,base_0242,a cyan table,pseudoword_replacement,cyan,yeza
unc_nonword_00243,a zosu cup,color_object,uncertain,non_word,base_0243,a cyan cup,pseudoword_replacement,cyan,zosu
unc_nonword_00244,a cyan xunigo,color_object,uncertain,non_word,base_0244,a cyan bottle,pseudoword_replacement,bottle,xunigo
unc_nonword_00245,a tozi bicycle,color_object,uncertain,non_word,base_0245,a cyan bicycle,pseudoword_replacement,cyan,tozi
unc_nonword_00246,a cyan xapu,color_object,uncertain,non_word,base_0246,a cyan car,pseudoword_replacement,car,xapu
unc_nonword_00247,a mosa rack,color_object,uncertain,non_word,base_0247,a cyan rack,pseudoword_replacement,cyan,mosa
unc_nonword_00248,a pida apple,color_object,uncertain,non_word,base_0248,a cyan apple,pseudoword_replacement,cyan,pida
unc_nonword_00249,a cyan suwasu,color_object,uncertain,non_word,base_0249,a cyan banana,pseudoword_replacement,banana,suwasu
unc_nonword_00250,a nutu book,color_object,uncertain,non_word,base_0250,a cyan book,pseudoword_replacement,cyan,nutu
unc_nonword_00251,a cofi phone,color_object,uncertain,non_word,base_0251,a cyan phone,pseudoword_replacement,cyan,cofi
unc_nonword_00252,a vece laptop,color_object,uncertain,non_word,base_0252,a cyan laptop,pseudoword_replacement,cyan,vece
unc_nonword_00253,a cyan suvuhi,color_object,uncertain,non_word,base_0253,a cyan camera,pseudoword_replacement,camera,suvuhi
unc_nonword_00254,a cyan moriyazi,color_object,uncertain,non_word,base_0254,a cyan backpack,pseudoword_replacement,backpack,moriyazi
unc_nonword_00255,a nawo television,color_object,uncertain,non_word,base_0255,a cyan television,pseudoword_replacement,cyan,nawo
unc_nonword_00256,a small lugi,attribute_object,uncertain,non_word,base_0256,a small dog,pseudoword_replacement,dog,lugi
unc_nonword_00257,a xepiz cat,attribute_object,uncertain,non_word,base_0257,a small cat,pseudoword_replacement,small,xepiz
unc_nonword_00258,a small gudiw,attribute_object,uncertain,non_word,base_0258,a small chair,pseudoword_replacement,chair,gudiw
unc_nonword_00259,a small zigud,attribute_object,uncertain,non_word,base_0259,a small table,pseudoword_replacement,table,zigud
unc_nonword_00260,a small vibi,attribute_object,uncertain,non_word,base_0260,a small cup,pseudoword_replacement,cup,vibi
unc_nonword_00261,a small henoje,attribute_object,uncertain,non_word,base_0261,a small bottle,pseudoword_replacement,bottle,henoje
unc_nonword_00262,a gamav bicycle,attribute_object,uncertain,non_word,base_0262,a small bicycle,pseudoword_replacement,small,gamav
unc_nonword_00263,a nuguq car,attribute_object,uncertain,non_word,base_0263,a small car,pseudoword_replacement,small,nuguq
unc_nonword_00264,a heyes rack,attribute_object,uncertain,non_word,base_0264,a small rack,pseudoword_replacement,small,heyes
unc_nonword_00265,a rikoy apple,attribute_object,uncertain,non_word,base_0265,a small apple,pseudoword_replacement,small,rikoy
unc_nonword_00266,a small sewemo,attribute_object,uncertain,non_word,base_0266,a small banana,pseudoword_replacement,banana,sewemo
unc_nonword_00267,a pusom book,attribute_object,uncertain,non_word,base_0267,a small book,pseudoword_replacement,small,pusom
unc_nonword_00268,a small vurej,attribute_object,uncertain,non_word,base_0268,a small phone,pseudoword_replacement,phone,vurej
unc_nonword_00269,a lazop laptop,attribute_object,uncertain,non_word,base_0269,a small laptop,pseudoword_replacement,small,lazop
unc_nonword_00270,a vamah camera,attribute_object,uncertain,non_word,base_0270,a small camera,pseudoword_replacement,small,vamah
unc_nonword_00271,a small sugodesi,attribute_object,uncertain,non_word,base_0271,a small backpack,pseudoword_replacement,backpack,sugodesi
unc_nonword_00272,a raqup television,attribute_object,uncertain,non_word,base_0272,a small television,pseudoword_replacement,small,raqup
unc_nonword_00273,a qape dog,attribute_object,uncertain,non_word,base_0273,a big dog,pseudoword_replacement,big,qape
unc_nonword_00274,a nazi cat,attribute_object,uncertain,non_word,base_0274,a big cat,pseudoword_replacement,big,nazi
unc_nonword_00275,a gamo chair,attribute_object,uncertain,non_word,base_0275,a big chair,pseudoword_replacement,big,gamo
unc_nonword_00276,a toya table,attribute_object,uncertain,non_word,base_0276,a big table,pseudoword_replacement,big,toya
unc_nonword_00277,a bije cup,attribute_object,uncertain,non_word,base_0277,a big cup,pseudoword_replacement,big,bije
unc_nonword_00278,a big fikifa,attribute_object,uncertain,non_word,base_0278,a big bottle,pseudoword_replacement,bottle,fikifa
unc_nonword_00279,a rusa bicycle,attribute_object,uncertain,non_word,base_0279,a big bicycle,pseudoword_replacement,big,rusa
unc_nonword_00280,a tuwa car,attribute_object,uncertain,non_word,base_0280,a big car,pseudoword_replacement,big,tuwa
unc_nonword_00281,a gira rack,attribute_object,uncertain,non_word,base_0281,a big rack,pseudoword_replacement,big,gira
unc_nonword_00282,a big kured,attribute_object,uncertain,non_word,base_0282,a big apple,pseudoword_replacement,apple,kured
unc_nonword_00283,a big duwuvu,attribute_object,uncertain,non_word,base_0283,a big banana,pseudoword_replacement,banana,duwuvu
unc_nonword_00284,a qoco book,attribute_object,uncertain,non_word,base_0284,a big book,pseudoword_replacement,big,qoco
unc_nonword_00285,a big lapap,attribute_object,uncertain,non_word,base_0285,a big phone,pseudoword_replacement,phone,lapap
unc_nonword_00286,a zaxi laptop,attribute_object,uncertain,non_word,base_0286,a big laptop,pseudoword_replacement,big,zaxi
unc_nonword_00287,a ciwi camera,attribute_object,uncertain,non_word,base_0287,a big camera,pseudoword_replacement,big,ciwi
unc_nonword_00288,a soze backpack,attribute_object,uncertain,non_word,base_0288,a big backpack,pseudoword_replacement,big,soze
unc_nonword_00289,a doci television,attribute_object,uncertain,non_word,base_0289,a big television,pseudoword_replacement,big,doci
unc_nonword_00290,an ceci dog,attribute_object,uncertain,non_word,base_0290,an old dog,pseudoword_replacement,old,ceci
unc_nonword_00291,an old vowo,attribute_object,uncertain,non_word,base_0291,an old cat,pseudoword_replacement,cat,vowo
unc_nonword_00292,an old cemic,attribute_object,uncertain,non_word,base_0292,an old chair,pseudoword_replacement,chair,cemic
unc_nonword_00293,an old lapoq,attribute_object,uncertain,non_word,base_0293,an old table,pseudoword_replacement,table,lapoq
unc_nonword_00294,an old qiho,attribute_object,uncertain,non_word,base_0294,an old cup,pseudoword_replacement,cup,qiho
unc_nonword_00295,an old pulara,attribute_object,uncertain,non_word,base_0295,an old bottle,pseudoword_replacement,bottle,pulara
unc_nonword_00296,an old yewinad,attribute_object,uncertain,non_word,base_0296,an old bicycle,pseudoword_replacement,bicycle,yewinad
unc_nonword_00297,an old misu,attribute_object,uncertain,non_word,base_0297,an old car,pseudoword_replacement,car,misu
unc_nonword_00298,an old hopo,attribute_object,uncertain,non_word,base_0298,an old rack,pseudoword_replacement,rack,hopo
unc_nonword_00299,an puri apple,attribute_object,uncertain,non_word,base_0299,an old apple,pseudoword_replacement,old,puri
unc_nonword_00300,an dopu banana,attribute_object,uncertain,non_word,base_0300,an old banana,pseudoword_replacement,old,dopu
unc_nonword_00301,an beyo book,attribute_object,uncertain,non_word,base_0301,an old book,pseudoword_replacement,old,beyo
unc_nonword_00302,an gaki phone,attribute_object,uncertain,non_word,base_0302,an old phone,pseudoword_replacement,old,gaki
unc_nonword_00303,an old qucugo,attribute_object,uncertain,non_word,base_0303,an old laptop,pseudoword_replacement,laptop,qucugo
unc_nonword_00304,an old podugu,attribute_object,uncertain,non_word,base_0304,an old camera,pseudoword_replacement,camera,podugu
unc_nonword_00305,an old qizikabe,attribute_object,uncertain,non_word,base_0305,an old backpack,pseudoword_replacement,backpack,qizikabe
unc_nonword_00306,an old vowaliseyi,attribute_object,uncertain,non_word,base_0306,an old television,pseudoword_replacement,television,vowaliseyi
unc_nonword_00307,a new jaga,attribute_object,uncertain,non_word,base_0307,a new dog,pseudoword_replacement,dog,jaga
unc_nonword_00308,a new hodi,attribute_object,uncertain,non_word,base_0308,a new cat,pseudoword_replacement,cat,hodi
unc_nonword_00309,a new duwim,attribute_object,uncertain,non_word,base_0309,a new chair,pseudoword_replacement,chair,duwim
unc_nonword_00310,a zepu table,attribute_object,uncertain,non_word,base_0310,a new table,pseudoword_replacement,new,zepu
unc_nonword_00311,a fege cup,attribute_object,uncertain,non_word,base_0311,a new cup,pseudoword_replacement,new,fege
unc_nonword_00312,a new biwupo,attribute_object,uncertain,non_word,base_0312,a new bottle,pseudoword_replacement,bottle,biwupo
unc_nonword_00313,a yadi bicycle,attribute_object,uncertain,non_word,base_0313,a new bicycle,pseudoword_replacement,new,yadi
unc_nonword_00314,a new turo,attribute_object,uncertain,non_word,base_0314,a new car,pseudoword_replacement,car,turo
unc_nonword_00315,a giza rack,attribute_object,uncertain,non_word,base_0315,a new rack,pseudoword_replacement,new,giza
unc_nonword_00316,a new supew,attribute_object,uncertain,non_word,base_0316,a new apple,pseudoword_replacement,apple,supew
unc_nonword_00317,a gova banana,attribute_object,uncertain,non_word,base_0317,a new banana,pseudoword_replacement,new,gova
unc_nonword_00318,a veme book,attribute_object,uncertain,non_word,base_0318,a new book,pseudoword_replacement,new,veme
unc_nonword_00319,a nepu phone,attribute_object,uncertain,non_word,base_0319,a new phone,pseudoword_replacement,new,nepu
unc_nonword_00320,a new dijule,attribute_object,uncertain,non_word,base_0320,a new laptop,pseudoword_replacement,laptop,dijule
unc_nonword_00321,a new yuduze,attribute_object,uncertain,non_word,base_0321,a new camera,pseudoword_replacement,camera,yuduze
unc_nonword_00322,a huyi backpack,attribute_object,uncertain,non_word,base_0322,a new backpack,pseudoword_replacement,new,huyi
unc_nonword_00323,a bacu television,attribute_object,uncertain,non_word,base_0323,a new television,pseudoword_replacement,new,bacu
unc_nonword_00324,a wooden zexo,attribute_object,uncertain,non_word,base_0324,a wooden dog,pseudoword_replacement,dog,zexo
unc_nonword_00325,a tumite cat,attribute_object,uncertain,non_word,base_0325,a wooden cat,pseudoword_replacement,wooden,tumite
unc_nonword_00326,a wooden modah,attribute_object,uncertain,non_word,base_0326,a wooden chair,pseudoword_replacement,chair,modah
unc_nonword_00327,a wooden rosen,attribute_object,uncertain,non_word,base_0327,a wooden table,pseudoword_replacement,table,rosen
unc_nonword_00328,a nipogi cup,attribute_object,uncertain,non_word,base_0328,a wooden cup,pseudoword_replacement,wooden,nipogi
unc_nonword_00329,a nesalo bottle,attribute_object,uncertain,non_word,base_0329,a wooden bottle,pseudoword_replacement,wooden,nesalo
unc_nonword_00330,a gaciqu bicycle,attribute_object,uncertain,non_word,base_0330,a wooden bicycle,pseudoword_replacement,wooden,gaciqu
unc_nonword_00331,a wooden kenu,attribute_object,uncertain,non_word,base_0331,a wooden car,pseudoword_replacement,car,kenu
unc_nonword_00332,a wooden jetu,attribute_object,uncertain,non_word,base_0332,a wooden rack,pseudoword_replacement,rack,jetu
unc_nonword_00333,a wooden titad,attribute_object,uncertain,non_word,base_0333,a wooden apple,pseudoword_replacement,apple,titad
unc_nonword_00334,a wooden vokexi,attribute_object,uncertain,non_word,base_0334,a wooden banana,pseudoword_replacement,banana,vokexi
unc_nonword_00335,a cituzo book,attribute_object,uncertain,non_word,base_0335,a wooden book,pseudoword_replacement,wooden,cituzo
unc_nonword_00336,a wooden wafog,attribute_object,uncertain,non_word,base_0336,a wooden phone,pseudoword_replacement,phone,wafog
unc_nonword_00337,a wooden popaqa,attribute_object,uncertain,non_word,base_0337,a wooden laptop,pseudoword_replacement,laptop,popaqa
unc_nonword_00338,a pumaqu camera,attribute_object,uncertain,non_word,base_0338,a wooden camera,pseudoword_replacement,wooden,pumaqu
unc_nonword_00339,a wooden wiyufefo,attribute_object,uncertain,non_word,base_0339,a wooden backpack,pseudoword_replacement,backpack,wiyufefo
unc_nonword_00340,a wooden nupejuvova,attribute_object,uncertain,non_word,base_0340,a wooden television,pseudoword_replacement,television,nupejuvova
unc_nonword_00341,a cenovog dog,attribute_object,uncertain,non_word,base_0341,a plastic dog,pseudoword_replacement,plastic,cenovog
unc_nonword_00342,a nunequm cat,attribute_object,uncertain,non_word,base_0342,a plastic cat,pseudoword_replacement,plastic,nunequm
unc_nonword_00343,a plastic vuwox,attribute_object,uncertain,non_word,base_0343,a plastic chair,pseudoword_replacement,chair,vuwox
unc_nonword_00344,a plastic tapif,attribute_object,uncertain,non_word,base_0344,a plastic table,pseudoword_replacement,table,tapif
unc_nonword_00345,a plastic xiza,attribute_object,uncertain,non_word,base_0345,a plastic cup,pseudoword_replacement,cup,xiza
unc_nonword_00346,a plastic luxecu,attribute_object,uncertain,non_word,base_0346,a plastic bottle,pseudoword_replacement,bottle,luxecu
unc_nonword_00347,a plastic huzuqek,attribute_object,uncertain,non_word,base_0347,a plastic bicycle,pseudoword_replacement,bicycle,huzuqek
unc_nonword_00348,a xajasir car,attribute_object,uncertain,non_word,base_0348,a plastic car,pseudoword_replacement,plastic,xajasir
unc_nonword_00349,a reruyoc rack,attribute_object,uncertain,non_word,base_0349,a plastic rack,pseudoword_replacement,plastic,reruyoc
unc_nonword_00350,a vewituq apple,attribute_object,uncertain,non_word,base_0350,a plastic apple,pseudoword_replacement,plastic,vewituq
unc_nonword_00351,a plastic howiwi,attribute_object,uncertain,non_word,base_0351,a plastic banana,pseudoword_replacement,banana,howiwi
unc_nonword_00352,a plastic yoje,attribute_object,uncertain,non_word,base_0352,a plastic book,pseudoword_replacement,book,yoje
unc_nonword_00353,a plastic wikim,attribute_object,uncertain,non_word,base_0353,a plastic phone,pseudoword_replacement,phone,wikim
unc_nonword_00354,a titiwim laptop,attribute_object,uncertain,non_word,base_0354,a plastic laptop,pseudoword_replacement,plastic,titiwim
unc_nonword_00355,a xuqopem camera,attribute_object,uncertain,non_word,base_0355,a plastic camera,pseudoword_replacement,plastic,xuqopem
unc_nonword_00356,a mapozit backpack,attribute_object,uncertain,non_word,base_0356,a plastic backpack,pseudoword_replacement,plastic,mapozit
unc_nonword_00357,a jululef television,attribute_object,uncertain,non_word,base_0357,a plastic television,pseudoword_replacement,plastic,jululef
unc_nonword_00358,a kavez dog,attribute_object,uncertain,non_word,base_0358,a glass dog,pseudoword_replacement,glass,kavez
unc_nonword_00359,a carit cat,attribute_object,uncertain,non_word,base_0359,a glass cat,pseudoword_replacement,glass,carit
unc_nonword_00360,a gawer chair,attribute_object,uncertain,non_word,base_0360,a glass chair,pseudoword_replacement,glass,gawer
unc_nonword_00361,a glass temim,attribute_object,uncertain,non_word,base_0361,a glass table,pseudoword_replacement,table,temim
unc_nonword_00362,a dukuc cup,attribute_object,uncertain,non_word,base_0362,a glass cup,pseudoword_replacement,glass,dukuc
unc_nonword_00363,a recot bottle,attribute_object,uncertain,non_word,base_0363,a glass bottle,pseudoword_replacement,glass,recot
unc_nonword_00364,a mabix bicycle,attribute_object,uncertain,non_word,base_0364,a glass bicycle,pseudoword_replacement,glass,mabix
unc_nonword_00365,a nisuv car,attribute_object,uncertain,non_word,base_0365,a glass car,pseudoword_replacement,glass,nisuv
unc_nonword_00366,a glass gusi,attribute_object,uncertain,non_word,base_0366,a glass rack,pseudoword_replacement,rack,gusi
unc_nonword_00367,a fihoz apple,attribute_object,uncertain,non_word,base_0367,a glass apple,pseudoword_replacement,glass,fihoz
unc_nonword_00368,a glass hanixe,attribute_object,uncertain,non_word,base_0368,a glass banana,pseudoword_replacement,banana,hanixe
unc_nonword_00369,a yorun book,attribute_object,uncertain,non_word,base_0369,a glass book,pseudoword_replacement,glass,yorun
unc_nonword_00370,a qahet phone,attribute_object,uncertain,non_word,base_0370,a glass phone,pseudoword_replacement,glass,qahet
unc_nonword_00371,a glass kaloko,attribute_object,uncertain,non_word,base_0371,a glass laptop,pseudoword_replacement,laptop,kaloko
unc_nonword_00372,a glass nixubi,attribute_object,uncertain,non_word,base_0372,a glass camera,pseudoword_replacement,camera,nixubi
unc_nonword_00373,a glass kafomequ,attribute_object,uncertain,non_word,base_0373,a glass backpack,pseudoword_replacement,backpack,kafomequ
unc_nonword_00374,a glass fipukegogo,attribute_object,uncertain,non_word,base_0374,a glass television,pseudoword_replacement,television,fipukegogo
unc_nonword_00375,a stone rutu,attribute_object,uncertain,non_word,base_0375,a stone dog,pseudoword_replacement,dog,rutu
unc_nonword_00376,a kudus cat,attribute_object,uncertain,non_word,base_0376,a stone cat,pseudoword_replacement,stone,kudus
unc_nonword_00377,a stone dufaw,attribute_object,uncertain,non_word,base_0377,a stone chair,pseudoword_replacement,chair,dufaw
unc_nonword_00378,a xugen table,attribute_object,uncertain,non_word,base_0378,a stone table,pseudoword_replacement,stone,xugen
unc_nonword_00379,a stone fexo,attribute_object,uncertain,non_word,base_0379,a stone cup,pseudoword_replacement,cup,fexo
unc_nonword_00380,a vocog bottle,attribute_object,uncertain,non_word,base_0380,a stone bottle,pseudoword_replacement,stone,vocog
unc_nonword_00381,a stone sucusib,attribute_object,uncertain,non_word,base_0381,a stone bicycle,pseudoword_replacement,bicycle,sucusib
unc_nonword_00382,a stone laju,attribute_object,uncertain,non_word,base_0382,a stone car,pseudoword_replacement,car,laju
unc_nonword_00383,a copaw rack,attribute_object,uncertain,non_word,base_0383,a stone rack,pseudoword_replacement,stone,copaw
unc_nonword_00384,a docir apple,attribute_object,uncertain,non_word,base_0384,a stone apple,pseudoword_replacement,stone,docir
unc_nonword_00385,a gopos banana,attribute_object,uncertain,non_word,base_0385,a stone banana,pseudoword_replacement,stone,gopos
unc_nonword_00386,a stone qawe,attribute_object,uncertain,non_word,base_0386,a stone book,pseudoword_replacement,book,qawe
unc_nonword_00387,a stone fewov,attribute_object,uncertain,non_word,base_0387,a stone phone,pseudoword_replacement,phone,fewov
unc_nonword_00388,a kabis laptop,attribute_object,uncertain,non_word,base_0388,a stone laptop,pseudoword_replacement,stone,kabis
unc_nonword_00389,a stone wokesi,attribute_object,uncertain,non_word,base_0389,a stone camera,pseudoword_replacement,camera,wokesi
unc_nonword_00390,a lefar backpack,attribute_object,uncertain,non_word,base_0390,a stone backpack,pseudoword_replacement,stone,lefar
unc_nonword_00391,a keday television,attribute_object,uncertain,non_word,base_0391,a stone television,pseudoword_replacement,stone,keday
unc_nonword_00392,a sucec dog,attribute_object,uncertain,non_word,base_0392,a metal dog,pseudoword_replacement,metal,sucec
unc_nonword_00393,a metal sewe,attribute_object,uncertain,non_word,base_0393,a metal cat,pseudoword_replacement,cat,sewe
unc_nonword_00394,a gumex chair,attribute_object,uncertain,non_word,base_0394,a metal chair,pseudoword_replacement,metal,gumex
unc_nonword_00395,a metal xunem,attribute_object,uncertain,non_word,base_0395,a metal table,pseudoword_replacement,table,xunem
unc_nonword_00396,a veril cup,attribute_object,uncertain,non_word,base_0396,a metal cup,pseudoword_replacement,metal,veril
unc_nonword_00397,a wuhow bottle,attribute_object,uncertain,non_word,base_0397,a metal bottle,pseudoword_replacement,metal,wuhow
unc_nonword_00398,a metal cizovir,attribute_object,uncertain,non_word,base_0398,a metal bicycle,pseudoword_replacement,bicycle,cizovir
unc_nonword_00399,a metal giqe,attribute_object,uncertain,non_word,base_0399,a metal car,pseudoword_replacement,car,giqe
unc_nonword_00400,a metal keme,attribute_object,uncertain,non_word,base_0400,a metal rack,pseudoword_replacement,rack,keme
unc_nonword_00401,a metal curow,attribute_object,uncertain,non_word,base_0401,a metal apple,pseudoword_replacement,apple,curow
unc_nonword_00402,a qelen banana,attribute_object,uncertain,non_word,base_0402,a metal banana,pseudoword_replacement,metal,qelen
unc_nonword_00403,a siduj book,attribute_object,uncertain,non_word,base_0403,a metal book,pseudoword_replacement,metal,siduj
unc_nonword_00404,a loyuc phone,attribute_object,uncertain,non_word,base_0404,a metal phone,pseudoword_replacement,metal,loyuc
unc_nonword_00405,a juwet laptop,attribute_object,uncertain,non_word,base_0405,a metal laptop,pseudoword_replacement,metal,juwet
unc_nonword_00406,a nibej camera,attribute_object,uncertain,non_word,base_0406,a metal camera,pseudoword_replacement,metal,nibej
unc_nonword_00407,a teyeq backpack,attribute_object,uncertain,non_word,base_0407,a metal backpack,pseudoword_replacement,metal,teyeq
unc_nonword_00408,a wimos television,attribute_object,uncertain,non_word,base_0408,a metal television,pseudoword_replacement,metal,wimos
unc_nonword_00409,a shiny mipu,attribute_object,uncertain,non_word,base_0409,a shiny dog,pseudoword_replacement,dog,mipu
unc_nonword_00410,a shiny sati,attribute_object,uncertain,non_word,base_0410,a shiny cat,pseudoword_replacement,cat,sati
unc_nonword_00411,a pirax chair,attribute_object,uncertain,non_word,base_0411,a shiny chair,pseudoword_replacement,shiny,pirax
unc_nonword_00412,a galux table,attribute_object,uncertain,non_word,base_0412,a shiny table,pseudoword_replacement,shiny,galux
unc_nonword_00413,a shiny meji,attribute_object,uncertain,non_word,base_0413,a shiny cup,pseudoword_replacement,cup,meji
unc_nonword_00414,a qukow bottle,attribute_object,uncertain,non_word,base_0414,a shiny bottle,pseudoword_replacement,shiny,qukow
unc_nonword_00415,a shiny lozosep,attribute_object,uncertain,non_word,base_0415,a shiny bicycle,pseudoword_replacement,bicycle,lozosep
unc_nonword_00416,a gutew car,attribute_object,uncertain,non_word,base_0416,a shiny car,pseudoword_replacement,shiny,gutew
unc_nonword_00417,a vadab rack,attribute_object,uncertain,non_word,base_0417,a shiny rack,pseudoword_replacement,shiny,vadab
unc_nonword_00418,a shiny gedeb,attribute_object,uncertain,non_word,base_0418,a shiny apple,pseudoword_replacement,apple,gedeb
unc_nonword_00419,a vopay banana,attribute_object,uncertain,non_word,base_0419,a shiny banana,pseudoword_replacement,shiny,vopay
unc_nonword_00420,a shiny tabu,attribute_object,uncertain,non_word,base_0420,a shiny book,pseudoword_replacement,book,tabu
unc_nonword_00421,a shiny baviw,attribute_object,uncertain,non_word,base_0421,a shiny phone,pseudoword_replacement,phone,baviw
unc_nonword_00422,a shiny burefa,attribute_object,uncertain,non_word,base_0422,a shiny laptop,pseudoword_replacement,laptop,burefa
unc_nonword_00423,a keyul camera,attribute_object,uncertain,non_word,base_0423,a shiny camera,pseudoword_replacement,shiny,keyul
unc_nonword_00424,a shiny lodiqoxe,attribute_object,uncertain,non_word,base_0424,a shiny backpack,pseudoword_replacement,backpack,lodiqoxe
unc_nonword_00425,a mazad television,attribute_object,uncertain,non_word,base_0425,a shiny television,pseudoword_replacement,shiny,mazad
unc_nonword_00426,a dirty qowo,attribute_object,uncertain,non_word,base_0426,a dirty dog,pseudoword_replacement,dog,qowo
unc_nonword_00427,a zahat cat,attribute_object,uncertain,non_word,base_0427,a dirty cat,pseudoword_replacement,dirty,zahat
unc_nonword_00428,a dirty zixav,attribute_object,uncertain,non_word,base_0428,a dirty chair,pseudoword_replacement,chair,zixav
unc_nonword_00429,a kexol table,attribute_object,uncertain,non_word,base_0429,a dirty table,pseudoword_replacement,dirty,kexol
unc_nonword_00430,a diwuc cup,attribute_object,uncertain,non_word,base_0430,a dirty cup,pseudoword_replacement,dirty,diwuc
unc_nonword_00431,a najug bottle,attribute_object,uncertain,non_word,base_0431,a dirty bottle,pseudoword_replacement,dirty,najug
unc_nonword_00432,a dirty dihukuq,attribute_object,uncertain,non_word,base_0432,a dirty bicycle,pseudoword_replacement,bicycle,dihukuq
unc_nonword_00433,a dirty qedu,attribute_object,uncertain,non_word,base_0433,a dirty car,pseudoword_replacement,car,qedu
unc_nonword_00434,a dirty care,attribute_object,uncertain,non_word,base_0434,a dirty rack,pseudoword_replacement,rack,care
unc_nonword_00435,a nuyuq apple,attribute_object,uncertain,non_word,base_0435,a dirty apple,pseudoword_replacement,dirty,nuyuq
unc_nonword_00436,a dirty bisoki,attribute_object,uncertain,non_word,base_0436,a dirty banana,pseudoword_replacement,banana,bisoki
unc_nonword_00437,a dirty rexo,attribute_object,uncertain,non_word,base_0437,a dirty book,pseudoword_replacement,book,rexo
unc_nonword_00438,a yikad phone,attribute_object,uncertain,non_word,base_0438,a dirty phone,pseudoword_replacement,dirty,yikad
unc_nonword_00439,a dirty gozeqi,attribute_object,uncertain,non_word,base_0439,a dirty laptop,pseudoword_replacement,laptop,gozeqi
unc_nonword_00440,a dirty fabisi,attribute_object,uncertain,non_word,base_0440,a dirty camera,pseudoword_replacement,camera,fabisi
unc_nonword_00441,a dirty federowu,attribute_object,uncertain,non_word,base_0441,a dirty backpack,pseudoword_replacement,backpack,federowu
unc_nonword_00442,a dirty fadiwayuno,attribute_object,uncertain,non_word,base_0442,a dirty television,pseudoword_replacement,television,fadiwayuno
unc_nonword_00443,a moqaw dog,attribute_object,uncertain,non_word,base_0443,a clean dog,pseudoword_replacement,clean,moqaw
unc_nonword_00444,a xuhoh cat,attribute_object,uncertain,non_word,base_0444,a clean cat,pseudoword_replacement,clean,xuhoh
unc_nonword_00445,a lilog chair,attribute_object,uncertain,non_word,base_0445,a clean chair,pseudoword_replacement,clean,lilog
unc_nonword_00446,a holom table,attribute_object,uncertain,non_word,base_0446,a clean table,pseudoword_replacement,clean,holom
unc_nonword_00447,a clean dile,attribute_object,uncertain,non_word,base_0447,a clean cup,pseudoword_replacement,cup,dile
unc_nonword_00448,a clean yujofe,attribute_object,uncertain,non_word,base_0448,a clean bottle,pseudoword_replacement,bottle,yujofe
unc_nonword_00449,a clean bonuqis,attribute_object,uncertain,non_word,base_0449,a clean bicycle,pseudoword_replacement,bicycle,bonuqis
unc_nonword_00450,a clean rugi,attribute_object,uncertain,non_word,base_0450,a clean car,pseudoword_replacement,car,rugi
unc_nonword_00451,a clean yeti,attribute_object,uncertain,non_word,base_0451,a clean rack,pseudoword_replacement,rack,yeti
unc_nonword_00452,a qimox apple,attribute_object,uncertain,non_word,base_0452,a clean apple,pseudoword_replacement,clean,qimox
unc_nonword_00453,a nolop banana,attribute_object,uncertain,non_word,base_0453,a clean banana,pseudoword_replacement,clean,nolop
unc_nonword_00454,a xexuh book,attribute_object,uncertain,non_word,base_0454,a clean book,pseudoword_replacement,clean,xexuh
unc_nonword_00455,a sesid phone,attribute_object,uncertain,non_word,base_0455,a clean phone,pseudoword_replacement,clean,sesid
unc_nonword_00456,a clean teziki,attribute_object,uncertain,non_word,base_0456,a clean laptop,pseudoword_replacement,laptop,teziki
unc_nonword_00457,a rodoy camera,attribute_object,uncertain,non_word,base_0457,a clean camera,pseudoword_replacement,clean,rodoy
unc_nonword_00458,a clean xowuruci,attribute_object,uncertain,non_word,base_0458,a clean backpack,pseudoword_replacement,backpack,xowuruci
unc_nonword_00459,a fepez television,attribute_object,uncertain,non_word,base_0459,a clean television,pseudoword_replacement,clean,fepez
unc_nonword_00460,a xono dog,attribute_object,uncertain,non_word,base_0460,a wet dog,pseudoword_replacement,wet,xono
unc_nonword_00461,a bale cat,attribute_object,uncertain,non_word,base_0461,a wet cat,pseudoword_replacement,wet,bale
unc_nonword_00462,a siqo chair,attribute_object,uncertain,non_word,base_0462,a wet chair,pseudoword_replacement,wet,siqo
unc_nonword_00463,a pata table,attribute_object,uncertain,non_word,base_0463,a wet table,pseudoword_replacement,wet,pata
unc_nonword_00464,a wet rafe,attribute_object,uncertain,non_word,base_0464,a wet cup,pseudoword_replacement,cup,rafe
unc_nonword_00465,a wet misevo,attribute_object,uncertain,non_word,base_0465,a wet bottle,pseudoword_replacement,bottle,misevo
