prompt_id,prompt_text,template_type,category,subcategory,base_prompt_id,source_prompt_text,generation_method,corrupted_word
unc_00843,a pink bfckpack,color_object,uncertain,corrupted_noisy,base_0169,a pink backpack,substitute_char,backpack
unc_00844,a pnik backpack,color_object,uncertain,corrupted_noisy,base_0169,a pink backpack,swap_adjacent_chars,pink
unc_00845,a pink backpa,color_object,uncertain,corrupted_noisy,base_0169,a pink backpack,truncate_word,backpack
unc_00846,a pink teevision,color_object,uncertain,corrupted_noisy,base_0170,a pink television,delete_char,television
unc_00847,a pinkq television,color_object,uncertain,corrupted_noisy,base_0170,a pink television,insert_char,pink
unc_00848,a pink televisibn,color_object,uncertain,corrupted_noisy,base_0170,a pink television,substitute_char,television
unc_00849,a ipnk television,color_object,uncertain,corrupted_noisy,base_0170,a pink television,swap_adjacent_chars,pink
unc_00850,a pi television,color_object,uncertain,corrupted_noisy,base_0170,a pink television,truncate_word,pink
unc_00851,a brown do,color_object,uncertain,corrupted_noisy,base_0171,a brown dog,delete_char,dog
unc_00852,a brown dtog,color_object,uncertain,corrupted_noisy,base_0171,a brown dog,insert_char,dog
unc_00853,a bruwn dog,color_object,uncertain,corrupted_noisy,base_0171,a brown dog,substitute_char,brown
unc_00854,a brown odg,color_object,uncertain,corrupted_noisy,base_0171,a brown dog,swap_adjacent_chars,dog
unc_00855,a brown do,color_object,uncertain,corrupted_noisy,base_0171,a brown dog,truncate_word,dog
unc_00856,a brown ca,color_object,uncertain,corrupted_noisy,base_0172,a brown cat,delete_char,cat
unc_00857,a brown catw,color_object,uncertain,corrupted_noisy,base_0172,a brown cat,insert_char,cat
unc_00858,a brown cbt,color_object,uncertain,corrupted_noisy,base_0172,a brown cat,substitute_char,cat
unc_00859,a brown cta,color_object,uncertain,corrupted_noisy,base_0172,a brown cat,swap_adjacent_chars,cat
unc_00860,a bro cat,color_object,uncertain,corrupted_noisy,base_0172,a brown cat,truncate_word,brown
unc_00861,a brown hair,color_object,uncertain,corrupted_noisy,base_0173,a brown chair,delete_char,chair
unc_00862,a brown chuair,color_object,uncertain,corrupted_noisy,base_0173,a brown chair,insert_char,chair
unc_00863,a trown chair,color_object,uncertain,corrupted_noisy,base_0173,a brown chair,substitute_char,brown
unc_00864,a brown cahir,color_object,uncertain,corrupted_noisy,base_0173,a brown chair,swap_adjacent_chars,chair
unc_00865,a brown chai,color_object,uncertain,corrupted_noisy,base_0173,a brown chair,truncate_word,chair
unc_00866,a rown table,color_object,uncertain,corrupted_noisy,base_0174,a brown table,delete_char,brown
unc_00867,a barown table,color_object,uncertain,corrupted_noisy,base_0174,a brown table,insert_char,brown
unc_00868,a brown taole,color_object,uncertain,corrupted_noisy,base_0174,a brown table,substitute_char,table
unc_00869,a bronw table,color_object,uncertain,corrupted_noisy,base_0174,a brown table,swap_adjacent_chars,brown
unc_00870,a bro table,color_object,uncertain,corrupted_noisy,base_0174,a brown table,truncate_word,brown
unc_00871,a brown cu,color_object,uncertain,corrupted_noisy,base_0175,a brown cup,delete_char,cup
unc_00872,a browne cup,color_object,uncertain,corrupted_noisy,base_0175,a brown cup,insert_char,brown
unc_00873,a browk cup,color_object,uncertain,corrupted_noisy,base_0175,a brown cup,substitute_char,brown
unc_00874,a brown cpu,color_object,uncertain,corrupted_noisy,base_0175,a brown cup,swap_adjacent_chars,cup
unc_00875,a brown cu,color_object,uncertain,corrupted_noisy,base_0175,a brown cup,truncate_word,cup
unc_00876,a bron bottle,color_object,uncertain,corrupted_noisy,base_0176,a brown bottle,delete_char,brown
unc_00877,a brown bottlle,color_object,uncertain,corrupted_noisy,base_0176,a brown bottle,insert_char,bottle
unc_00878,a brown bottqe,color_object,uncertain,corrupted_noisy,base_0176,a brown bottle,substitute_char,bottle
unc_00879,a borwn bottle,color_object,uncertain,corrupted_noisy,base_0176,a brown bottle,swap_adjacent_chars,brown
unc_00880,a brown bot,color_object,uncertain,corrupted_noisy,base_0176,a brown bottle,truncate_word,bottle
unc_00881,a brown bcycle,color_object,uncertain,corrupted_noisy,base_0177,a brown bicycle,delete_char,bicycle
unc_00882,a brown bicywcle,color_object,uncertain,corrupted_noisy,base_0177,a brown bicycle,insert_char,bicycle
unc_00883,a brokn bicycle,color_object,uncertain,corrupted_noisy,base_0177,a brown bicycle,substitute_char,brown
unc_00884,a brown biyccle,color_object,uncertain,corrupted_noisy,base_0177,a brown bicycle,swap_adjacent_chars,bicycle
unc_00885,a brown bicyc,color_object,uncertain,corrupted_noisy,base_0177,a brown bicycle,truncate_word,bicycle
unc_00886,a brow car,color_object,uncertain,corrupted_noisy,base_0178,a brown car,delete_char,brown
unc_00887,a brown carl,color_object,uncertain,corrupted_noisy,base_0178,a brown car,insert_char,car
unc_00888,a brbwn car,color_object,uncertain,corrupted_noisy,base_0178,a brown car,substitute_char,brown
unc_00889,a brown acr,color_object,uncertain,corrupted_noisy,base_0178,a brown car,swap_adjacent_chars,car
unc_00890,a brown ca,color_object,uncertain,corrupted_noisy,base_0178,a brown car,truncate_word,car
unc_00891,a brown rak,color_object,uncertain,corrupted_noisy,base_0179,a brown rack,delete_char,rack
unc_00892,a brown rgack,color_object,uncertain,corrupted_noisy,base_0179,a brown rack,insert_char,rack
unc_00893,a brown rafk,color_object,uncertain,corrupted_noisy,base_0179,a brown rack,substitute_char,rack
unc_00894,a borwn rack,color_object,uncertain,corrupted_noisy,base_0179,a brown rack,swap_adjacent_chars,brown
unc_00895,a brow rack,color_object,uncertain,corrupted_noisy,base_0179,a brown rack,truncate_word,brown
unc_00896,a bown apple,color_object,uncertain,corrupted_noisy,base_0180,a brown apple,delete_char,brown
unc_00897,a nbrown apple,color_object,uncertain,corrupted_noisy,base_0180,a brown apple,insert_char,brown
unc_00898,a brown appde,color_object,uncertain,corrupted_noisy,base_0180,a brown apple,substitute_char,apple
unc_00899,a rbown apple,color_object,uncertain,corrupted_noisy,base_0180,a brown apple,swap_adjacent_chars,brown
unc_00900,a bro apple,color_object,uncertain,corrupted_noisy,base_0180,a brown apple,truncate_word,brown
unc_00901,a brown banna,color_object,uncertain,corrupted_noisy,base_0181,a brown banana,delete_char,banana
unc_00902,a brkown banana,color_object,uncertain,corrupted_noisy,base_0181,a brown banana,insert_char,brown
unc_00903,a brown bananc,color_object,uncertain,corrupted_noisy,base_0181,a brown banana,substitute_char,banana
unc_00904,a borwn banana,color_object,uncertain,corrupted_noisy,base_0181,a brown banana,swap_adjacent_chars,brown
unc_00905,a brow banana,color_object,uncertain,corrupted_noisy,base_0181,a brown banana,truncate_word,brown
unc_00906,a brown bok,color_object,uncertain,corrupted_noisy,base_0182,a brown book,delete_char,book
unc_00907,a brozwn book,color_object,uncertain,corrupted_noisy,base_0182,a brown book,insert_char,brown
unc_00908,a brown byok,color_object,uncertain,corrupted_noisy,base_0182,a brown book,substitute_char,book
unc_00909,a brown obok,color_object,uncertain,corrupted_noisy,base_0182,a brown book,swap_adjacent_chars,book
unc_00910,a bro book,color_object,uncertain,corrupted_noisy,base_0182,a brown book,truncate_word,brown
unc_00911,a brwn phone,color_object,uncertain,corrupted_noisy,base_0183,a brown phone,delete_char,brown
unc_00912,a brown phoune,color_object,uncertain,corrupted_noisy,base_0183,a brown phone,insert_char,phone
unc_00913,a brown prone,color_object,uncertain,corrupted_noisy,base_0183,a brown phone,substitute_char,phone
unc_00914,a brown phnoe,color_object,uncertain,corrupted_noisy,base_0183,a brown phone,swap_adjacent_chars,phone
unc_00915,a brow phone,color_object,uncertain,corrupted_noisy,base_0183,a brown phone,truncate_word,brown
unc_00916,a brown lptop,color_object,uncertain,corrupted_noisy,base_0184,a brown laptop,delete_char,laptop
unc_00917,a brown laptoip,color_object,uncertain,corrupted_noisy,base_0184,a brown laptop,insert_char,laptop
unc_00918,a yrown laptop,color_object,uncertain,corrupted_noisy,base_0184,a brown laptop,substitute_char,brown
unc_00919,a brown latpop,color_object,uncertain,corrupted_noisy,base_0184,a brown laptop,swap_adjacent_chars,laptop
unc_00920,a brow laptop,color_object,uncertain,corrupted_noisy,base_0184,a brown laptop,truncate_word,brown
unc_00921,a brown camra,color_object,uncertain,corrupted_noisy,base_0185,a brown camera,delete_char,camera
unc_00922,a brown mcamera,color_object,uncertain,corrupted_noisy,base_0185,a brown camera,insert_char,camera
unc_00923,a beown camera,color_object,uncertain,corrupted_noisy,base_0185,a brown camera,substitute_char,brown
unc_00924,a brown caemra,color_object,uncertain,corrupted_noisy,base_0185,a brown camera,swap_adjacent_chars,camera
unc_00925,a brow camera,color_object,uncertain,corrupted_noisy,base_0185,a brown camera,truncate_word,brown
unc_00926,a brown backpak,color_object,uncertain,corrupted_noisy,base_0186,a brown backpack,delete_char,backpack
unc_00927,a broywn backpack,color_object,uncertain,corrupted_noisy,base_0186,a brown backpack,insert_char,brown
unc_00928,a brown backpkck,color_object,uncertain,corrupted_noisy,base_0186,a brown backpack,substitute_char,backpack
unc_00929,a brwon backpack,color_object,uncertain,corrupted_noisy,base_0186,a brown backpack,swap_adjacent_chars,brown
unc_00930,a brown backp,color_object,uncertain,corrupted_noisy,base_0186,a brown backpack,truncate_word,backpack
unc_00931,a rown television,color_object,uncertain,corrupted_noisy,base_0187,a brown television,delete_char,brown
unc_00932,a brojwn television,color_object,uncertain,corrupted_noisy,base_0187,a brown television,insert_char,brown
unc_00933,a brovn television,color_object,uncertain,corrupted_noisy,base_0187,a brown television,substitute_char,brown
unc_00934,a brown tleevision,color_object,uncertain,corrupted_noisy,base_0187,a brown television,swap_adjacent_chars,television
unc_00935,a brown televisi,color_object,uncertain,corrupted_noisy,base_0187,a brown television,truncate_word,television
unc_00936,a gay dog,color_object,uncertain,corrupted_noisy,base_0188,a gray dog,delete_char,gray
unc_00937,a graey dog,color_object,uncertain,corrupted_noisy,base_0188,a gray dog,insert_char,gray
unc_00938,a gray dou,color_object,uncertain,corrupted_noisy,base_0188,a gray dog,substitute_char,dog
unc_00939,a gray dgo,color_object,uncertain,corrupted_noisy,base_0188,a gray dog,swap_adjacent_chars,dog
unc_00940,a gray do,color_object,uncertain,corrupted_noisy,base_0188,a gray dog,truncate_word,dog
unc_00941,a gay cat,color_object,uncertain,corrupted_noisy,base_0189,a gray cat,delete_char,gray
unc_00942,a grayo cat,color_object,uncertain,corrupted_noisy,base_0189,a gray cat,insert_char,gray
unc_00943,a gray tat,color_object,uncertain,corrupted_noisy,base_0189,a gray cat,substitute_char,cat
unc_00944,a rgay cat,color_object,uncertain,corrupted_noisy,base_0189,a gray cat,swap_adjacent_chars,gray
unc_00945,a gra cat,color_object,uncertain,corrupted_noisy,base_0189,a gray cat,truncate_word,gray
unc_00946,a gry chair,color_object,uncertain,corrupted_noisy,base_0190,a gray chair,delete_char,gray
unc_00947,a gray vchair,color_object,uncertain,corrupted_noisy,base_0190,a gray chair,insert_char,chair
unc_00948,a grac chair,color_object,uncertain,corrupted_noisy,base_0190,a gray chair,substitute_char,gray
unc_00949,a gray hcair,color_object,uncertain,corrupted_noisy,base_0190,a gray chair,swap_adjacent_chars,chair
unc_00950,a gray chai,color_object,uncertain,corrupted_noisy,base_0190,a gray chair,truncate_word,chair
unc_00951,a gray tabe,color_object,uncertain,corrupted_noisy,base_0191,a gray table,delete_char,table
unc_00952,a grayo table,color_object,uncertain,corrupted_noisy,base_0191,a gray table,insert_char,gray
unc_00953,a gray mable,color_object,uncertain,corrupted_noisy,base_0191,a gray table,substitute_char,table
unc_00954,a gray atble,color_object,uncertain,corrupted_noisy,base_0191,a gray table,swap_adjacent_chars,table
unc_00955,a gra table,color_object,uncertain,corrupted_noisy,base_0191,a gray table,truncate_word,gray
unc_00956,a gra cup,color_object,uncertain,corrupted_noisy,base_0192,a gray cup,delete_char,gray
unc_00957,a gray rcup,color_object,uncertain,corrupted_noisy,base_0192,a gray cup,insert_char,cup
unc_00958,a qray cup,color_object,uncertain,corrupted_noisy,base_0192,a gray cup,substitute_char,gray
unc_00959,a gary cup,color_object,uncertain,corrupted_noisy,base_0192,a gray cup,swap_adjacent_chars,gray
unc_00960,a gray cu,color_object,uncertain,corrupted_noisy,base_0192,a gray cup,truncate_word,cup
unc_00961,a gay bottle,color_object,uncertain,corrupted_noisy,base_0193,a gray bottle,delete_char,gray
unc_00962,a gray bomttle,color_object,uncertain,corrupted_noisy,base_0193,a gray bottle,insert_char,bottle
unc_00963,a gray botmle,color_object,uncertain,corrupted_noisy,base_0193,a gray bottle,substitute_char,bottle
unc_00964,a grya bottle,color_object,uncertain,corrupted_noisy,base_0193,a gray bottle,swap_adjacent_chars,gray
unc_00965,a gr bottle,color_object,uncertain,corrupted_noisy,base_0193,a gray bottle,truncate_word,gray
unc_00966,a gay bicycle,color_object,uncertain,corrupted_noisy,base_0194,a gray bicycle,delete_char,gray
unc_00967,a gray bixcycle,color_object,uncertain,corrupted_noisy,base_0194,a gray bicycle,insert_char,bicycle
unc_00968,a zray bicycle,color_object,uncertain,corrupted_noisy,base_0194,a gray bicycle,substitute_char,gray
unc_00969,a gary bicycle,color_object,uncertain,corrupted_noisy,base_0194,a gray bicycle,swap_adjacent_chars,gray
unc_00970,a gray bicy,color_object,uncertain,corrupted_noisy,base_0194,a gray bicycle,truncate_word,bicycle
unc_00971,a gray ca,color_object,uncertain,corrupted_noisy,base_0195,a gray car,delete_char,car
unc_00972,a gray char,color_object,uncertain,corrupted_noisy,base_0195,a gray car,insert_char,car
unc_00973,a gray cfr,color_object,uncertain,corrupted_noisy,base_0195,a gray car,substitute_char,car
unc_00974,a gray acr,color_object,uncertain,corrupted_noisy,base_0195,a gray car,swap_adjacent_chars,car
unc_00975,a gra car,color_object,uncertain,corrupted_noisy,base_0195,a gray car,truncate_word,gray
unc_00976,a gray ack,color_object,uncertain,corrupted_noisy,base_0196,a gray rack,delete_char,rack
unc_00977,a gcray rack,color_object,uncertain,corrupted_noisy,base_0196,a gray rack,insert_char,gray
unc_00978,a pray rack,color_object,uncertain,corrupted_noisy,base_0196,a gray rack,substitute_char,gray
unc_00979,a rgay rack,color_object,uncertain,corrupted_noisy,base_0196,a gray rack,swap_adjacent_chars,gray
unc_00980,a gr rack,color_object,uncertain,corrupted_noisy,base_0196,a gray rack,truncate_word,gray
unc_00981,a gray aple,color_object,uncertain,corrupted_noisy,base_0197,a gray apple,delete_char,apple
unc_00982,a egray apple,color_object,uncertain,corrupted_noisy,base_0197,a gray apple,insert_char,gray
unc_00983,a gray ayple,color_object,uncertain,corrupted_noisy,base_0197,a gray apple,substitute_char,apple
unc_00984,a gray aplpe,color_object,uncertain,corrupted_noisy,base_0197,a gray apple,swap_adjacent_chars,apple
unc_00985,a gr apple,color_object,uncertain,corrupted_noisy,base_0197,a gray apple,truncate_word,gray
unc_00986,a gay banana,color_object,uncertain,corrupted_noisy,base_0198,a gray banana,delete_char,gray
unc_00987,a gray bainana,color_object,uncertain,corrupted_noisy,base_0198,a gray banana,insert_char,banana
unc_00988,a gvay banana,color_object,uncertain,corrupted_noisy,base_0198,a gray banana,substitute_char,gray
unc_00989,a gray banaan,color_object,uncertain,corrupted_noisy,base_0198,a gray banana,swap_adjacent_chars,banana
unc_00990,a gray banan,color_object,uncertain,corrupted_noisy,base_0198,a gray banana,truncate_word,banana
unc_00991,a gray boo,color_object,uncertain,corrupted_noisy,base_0199,a gray book,delete_char,book
unc_00992,a gray boonk,color_object,uncertain,corrupted_noisy,base_0199,a gray book,insert_char,book
unc_00993,a grny book,color_object,uncertain,corrupted_noisy,base_0199,a gray book,substitute_char,gray
unc_00994,a grya book,color_object,uncertain,corrupted_noisy,base_0199,a gray book,swap_adjacent_chars,gray
unc_00995,a gray boo,color_object,uncertain,corrupted_noisy,base_0199,a gray book,truncate_word,book
unc_00996,a gry phone,color_object,uncertain,corrupted_noisy,base_0200,a gray phone,delete_char,gray
unc_00997,a graby phone,color_object,uncertain,corrupted_noisy,base_0200,a gray phone,insert_char,gray
unc_00998,a gray phose,color_object,uncertain,corrupted_noisy,base_0200,a gray phone,substitute_char,phone
unc_00999,a gary phone,color_object,uncertain,corrupted_noisy,base_0200,a gray phone,swap_adjacent_chars,gray
unc_01000,a gr phone,color_object,uncertain,corrupted_noisy,base_0200,a gray phone,truncate_word,gray
unc_01001,a gry laptop,color_object,uncertain,corrupted_noisy,base_0201,a gray laptop,delete_char,gray
unc_01002,a graly laptop,color_object,uncertain,corrupted_noisy,base_0201,a gray laptop,insert_char,gray
unc_01003,a gbay laptop,color_object,uncertain,corrupted_noisy,base_0201,a gray laptop,substitute_char,gray
unc_01004,a gray lapotp,color_object,uncertain,corrupted_noisy,base_0201,a gray laptop,swap_adjacent_chars,laptop
unc_01005,a gra laptop,color_object,uncertain,corrupted_noisy,base_0201,a gray laptop,truncate_word,gray
unc_01006,a gay camera,color_object,uncertain,corrupted_noisy,base_0202,a gray camera,delete_char,gray
unc_01007,a gray ckamera,color_object,uncertain,corrupted_noisy,base_0202,a gray camera,insert_char,camera
unc_01008,a gray hamera,color_object,uncertain,corrupted_noisy,base_0202,a gray camera,substitute_char,camera
unc_01009,a grya camera,color_object,uncertain,corrupted_noisy,base_0202,a gray camera,swap_adjacent_chars,gray
unc_01010,a gr camera,color_object,uncertain,corrupted_noisy,base_0202,a gray camera,truncate_word,gray
unc_01011,a gay backpack,color_object,uncertain,corrupted_noisy,base_0203,a gray backpack,delete_char,gray
unc_01012,a gray bacrkpack,color_object,uncertain,corrupted_noisy,base_0203,a gray backpack,insert_char,backpack
unc_01013,a gray backmack,color_object,uncertain,corrupted_noisy,base_0203,a gray backpack,substitute_char,backpack
unc_01014,a gray backapck,color_object,uncertain,corrupted_noisy,base_0203,a gray backpack,swap_adjacent_chars,backpack
unc_01015,a gray backpa,color_object,uncertain,corrupted_noisy,base_0203,a gray backpack,truncate_word,backpack
unc_01016,a gray televsion,color_object,uncertain,corrupted_noisy,base_0204,a gray television,delete_char,television
unc_01017,a gray televisdion,color_object,uncertain,corrupted_noisy,base_0204,a gray television,insert_char,television
unc_01018,a gray televgsion,color_object,uncertain,corrupted_noisy,base_0204,a gray television,substitute_char,television
unc_01019,a gray televsiion,color_object,uncertain,corrupted_noisy,base_0204,a gray television,swap_adjacent_chars,television
unc_01020,a gray televisio,color_object,uncertain,corrupted_noisy,base_0204,a gray television,truncate_word,television
unc_01021,a magena dog,color_object,uncertain,corrupted_noisy,base_0205,a magenta dog,delete_char,magenta
unc_01022,a imagenta dog,color_object,uncertain,corrupted_noisy,base_0205,a magenta dog,insert_char,magenta
unc_01023,a magenta deg,color_object,uncertain,corrupted_noisy,base_0205,a magenta dog,substitute_char,dog
unc_01024,a maegnta dog,color_object,uncertain,corrupted_noisy,base_0205,a magenta dog,swap_adjacent_chars,magenta
unc_01025,a magen dog,color_object,uncertain,corrupted_noisy,base_0205,a magenta dog,truncate_word,magenta
unc_01026,a magnta cat,color_object,uncertain,corrupted_noisy,base_0206,a magenta cat,delete_char,magenta
unc_01027,a magenta cayt,color_object,uncertain,corrupted_noisy,base_0206,a magenta cat,insert_char,cat
unc_01028,a magenta cav,color_object,uncertain,corrupted_noisy,base_0206,a magenta cat,substitute_char,cat
unc_01029,a magenta cta,color_object,uncertain,corrupted_noisy,base_0206,a magenta cat,swap_adjacent_chars,cat
unc_01030,a mage cat,color_object,uncertain,corrupted_noisy,base_0206,a magenta cat,truncate_word,magenta
unc_01031,a magenta cair,color_object,uncertain,corrupted_noisy,base_0207,a magenta chair,delete_char,chair
unc_01032,a magentaf chair,color_object,uncertain,corrupted_noisy,base_0207,a magenta chair,insert_char,magenta
unc_01033,a magebta chair,color_object,uncertain,corrupted_noisy,base_0207,a magenta chair,substitute_char,magenta
unc_01034,a magenat chair,color_object,uncertain,corrupted_noisy,base_0207,a magenta chair,swap_adjacent_chars,magenta
unc_01035,a magent chair,color_object,uncertain,corrupted_noisy,base_0207,a magenta chair,truncate_word,magenta
unc_01036,a magenta tble,color_object,uncertain,corrupted_noisy,base_0208,a magenta table,delete_char,table
unc_01037,a mwagenta table,color_object,uncertain,corrupted_noisy,base_0208,a magenta table,insert_char,magenta
unc_01038,a gagenta table,color_object,uncertain,corrupted_noisy,base_0208,a magenta table,substitute_char,magenta
unc_01039,a magenta talbe,color_object,uncertain,corrupted_noisy,base_0208,a magenta table,swap_adjacent_chars,table
unc_01040,a mage table,color_object,uncertain,corrupted_noisy,base_0208,a magenta table,truncate_word,magenta
unc_01041,a magenta cu,color_object,uncertain,corrupted_noisy,base_0209,a magenta cup,delete_char,cup
unc_01042,a magenta acup,color_object,uncertain,corrupted_noisy,base_0209,a magenta cup,insert_char,cup
unc_01043,a magenta aup,color_object,uncertain,corrupted_noisy,base_0209,a magenta cup,substitute_char,cup
unc_01044,a magenta cpu,color_object,uncertain,corrupted_noisy,base_0209,a magenta cup,swap_adjacent_chars,cup
unc_01045,a mage cup,color_object,uncertain,corrupted_noisy,base_0209,a magenta cup,truncate_word,magenta
unc_01046,a magenta bttle,color_object,uncertain,corrupted_noisy,base_0210,a magenta bottle,delete_char,bottle
unc_01047,a mqagenta bottle,color_object,uncertain,corrupted_noisy,base_0210,a magenta bottle,insert_char,magenta
unc_01048,a mhgenta bottle,color_object,uncertain,corrupted_noisy,base_0210,a magenta bottle,substitute_char,magenta
unc_01049,a magenta bottle,color_object,uncertain,corrupted_noisy,base_0210,a magenta bottle,swap_adjacent_chars,bottle
unc_01050,a magenta bott,color_object,uncertain,corrupted_noisy,base_0210,a magenta bottle,truncate_word,bottle
unc_01051,a maenta bicycle,color_object,uncertain,corrupted_noisy,base_0211,a magenta bicycle,delete_char,magenta
unc_01052,a magenta bicycles,color_object,uncertain,corrupted_noisy,base_0211,a magenta bicycle,insert_char,bicycle
unc_01053,a magenha bicycle,color_object,uncertain,corrupted_noisy,base_0211,a magenta bicycle,substitute_char,magenta
unc_01054,a magenta bicycel,color_object,uncertain,corrupted_noisy,base_0211,a magenta bicycle,swap_adjacent_chars,bicycle
unc_01055,a mage bicycle,color_object,uncertain,corrupted_noisy,base_0211,a magenta bicycle,truncate_word,magenta
unc_01056,a agenta car,color_object,uncertain,corrupted_noisy,base_0212,a magenta car,delete_char,magenta
unc_01057,a magenta carm,color_object,uncertain,corrupted_noisy,base_0212,a magenta car,insert_char,car
unc_01058,a magenta var,color_object,uncertain,corrupted_noisy,base_0212,a magenta car,substitute_char,car
unc_01059,a magenat car,color_object,uncertain,corrupted_noisy,base_0212,a magenta car,swap_adjacent_chars,magenta
unc_01060,a magent car,color_object,uncertain,corrupted_noisy,base_0212,a magenta car,truncate_word,magenta
unc_01061,a magenta rac,color_object,uncertain,corrupted_noisy,base_0213,a magenta rack,delete_char,rack
unc_01062,a magenta rackd,color_object,uncertain,corrupted_noisy,base_0213,a magenta rack,insert_char,rack
unc_01063,a mhgenta rack,color_object,uncertain,corrupted_noisy,base_0213,a magenta rack,substitute_char,magenta
unc_01064,a magenta rcak,color_object,uncertain,corrupted_noisy,base_0213,a magenta rack,swap_adjacent_chars,rack
unc_01065,a magent rack,color_object,uncertain,corrupted_noisy,base_0213,a magenta rack,truncate_word,magenta
unc_01066,a magenta appl,color_object,uncertain,corrupted_noisy,base_0214,a magenta apple,delete_char,apple
unc_01067,a makgenta apple,color_object,uncertain,corrupted_noisy,base_0214,a magenta apple,insert_char,magenta
unc_01068,a mtgenta apple,color_object,uncertain,corrupted_noisy,base_0214,a magenta apple,substitute_char,magenta
unc_01069,a magenat apple,color_object,uncertain,corrupted_noisy,base_0214,a magenta apple,swap_adjacent_chars,magenta
unc_01070,a magenta appl,color_object,uncertain,corrupted_noisy,base_0214,a magenta apple,truncate_word,apple
unc_01071,a magenta bnana,color_object,uncertain,corrupted_noisy,base_0215,a magenta banana,delete_char,banana
unc_01072,a magentva banana,color_object,uncertain,corrupted_noisy,base_0215,a magenta banana,insert_char,magenta
unc_01073,a magenta banzna,color_object,uncertain,corrupted_noisy,base_0215,a magenta banana,substitute_char,banana
unc_01074,a magenat banana,color_object,uncertain,corrupted_noisy,base_0215,a magenta banana,swap_adjacent_chars,magenta
unc_01075,a mage banana,color_object,uncertain,corrupted_noisy,base_0215,a magenta banana,truncate_word,magenta
unc_01076,a magenta ook,color_object,uncertain,corrupted_noisy,base_0216,a magenta book,delete_char,book
unc_01077,a magentha book,color_object,uncertain,corrupted_noisy,base_0216,a magenta book,insert_char,magenta
unc_01078,a mauenta book,color_object,uncertain,corrupted_noisy,base_0216,a magenta book,substitute_char,magenta
unc_01079,a magenta book,color_object,uncertain,corrupted_noisy,base_0216,a magenta book,swap_adjacent_chars,book
unc_01080,a mage book,color_object,uncertain,corrupted_noisy,base_0216,a magenta book,truncate_word,magenta
unc_01081,a magenta phoe,color_object,uncertain,corrupted_noisy,base_0217,a magenta phone,delete_char,phone
unc_01082,a magenta plhone,color_object,uncertain,corrupted_noisy,base_0217,a magenta phone,insert_char,phone
unc_01083,a magenta phofe,color_object,uncertain,corrupted_noisy,base_0217,a magenta phone,substitute_char,phone
unc_01084,a magenta hpone,color_object,uncertain,corrupted_noisy,base_0217,a magenta phone,swap_adjacent_chars,phone
unc_01085,a magenta phon,color_object,uncertain,corrupted_noisy,base_0217,a magenta phone,truncate_word,phone
unc_01086,a agenta laptop,color_object,uncertain,corrupted_noisy,base_0218,a magenta laptop,delete_char,magenta
unc_01087,a magenta lmaptop,color_object,uncertain,corrupted_noisy,base_0218,a magenta laptop,insert_char,laptop
unc_01088,a magenma laptop,color_object,uncertain,corrupted_noisy,base_0218,a magenta laptop,substitute_char,magenta
unc_01089,a magenta latpop,color_object,uncertain,corrupted_noisy,base_0218,a magenta laptop,swap_adjacent_chars,laptop
unc_01090,a magent laptop,color_object,uncertain,corrupted_noisy,base_0218,a magenta laptop,truncate_word,magenta
unc_01091,a maenta camera,color_object,uncertain,corrupted_noisy,base_0219,a magenta camera,delete_char,magenta
unc_01092,a magenta caymera,color_object,uncertain,corrupted_noisy,base_0219,a magenta camera,insert_char,camera
unc_01093,a magenta famera,color_object,uncertain,corrupted_noisy,base_0219,a magenta camera,substitute_char,camera
unc_01094,a mgaenta camera,color_object,uncertain,corrupted_noisy,base_0219,a magenta camera,swap_adjacent_chars,magenta
unc_01095,a magenta came,color_object,uncertain,corrupted_noisy,base_0219,a magenta camera,truncate_word,camera
unc_01096,a magenta bckpack,color_object,uncertain,corrupted_noisy,base_0220,a magenta backpack,delete_char,backpack
unc_01097,a mlagenta backpack,color_object,uncertain,corrupted_noisy,base_0220,a magenta backpack,insert_char,magenta
unc_01098,a mageuta backpack,color_object,uncertain,corrupted_noisy,base_0220,a magenta backpack,substitute_char,magenta
unc_01099,a magenta backpakc,color_object,uncertain,corrupted_noisy,base_0220,a magenta backpack,swap_adjacent_chars,backpack
unc_01100,a magenta backpac,color_object,uncertain,corrupted_noisy,base_0220,a magenta backpack,truncate_word,backpack
unc_01101,a magenta televiion,color_object,uncertain,corrupted_noisy,base_0221,a magenta television,delete_char,television
unc_01102,a magenta txelevision,color_object,uncertain,corrupted_noisy,base_0221,a magenta television,insert_char,television
unc_01103,a magerta television,color_object,uncertain,corrupted_noisy,base_0221,a magenta television,substitute_char,magenta
unc_01104,a magenat television,color_object,uncertain,corrupted_noisy,base_0221,a magenta television,swap_adjacent_chars,magenta
unc_01105,a magenta televisio,color_object,uncertain,corrupted_noisy,base_0221,a magenta television,truncate_word,television
unc_01106,a lie dog,color_object,uncertain,corrupted_noisy,base_0222,a lime dog,delete_char,lime
unc_01107,a lime dopg,color_object,uncertain,corrupted_noisy,base_0222,a lime dog,insert_char,dog
unc_01108,a fime dog,color_object,uncertain,corrupted_noisy,base_0222,a lime dog,substitute_char,lime
unc_01109,a lime dgo,color_object,uncertain,corrupted_noisy,base_0222,a lime dog,swap_adjacent_chars,dog
