prompt_id,prompt_text,template_type,category,subcategory,base_prompt_id,source_prompt_text,generation_method,token_count
unc_gib_00220,cibzy eyhdqxa ormwqrax,color_object,uncertain,gibberish,base_0220,a magenta backpack,random_gibberish_tokens,3
unc_gib_00221,iobodo mehevojc eryzm,color_object,uncertain,gibberish,base_0221,a magenta television,random_gibberish_tokens,3
unc_gib_00222,lbtf bcvo loupneoc,color_object,uncertain,gibberish,base_0222,a lime dog,random_gibberish_tokens,3
unc_gib_00223,aqefie tjzipi tyitaig,color_object,uncertain,gibberish,base_0223,a lime cat,random_gibberish_tokens,3
unc_gib_00224,utiuosok dbnil awtnuun,color_object,uncertain,gibberish,base_0224,a lime chair,random_gibberish_tokens,3
unc_gib_00225,owoemdx agobx qieyfwim,color_object,uncertain,gibberish,base_0225,a lime table,random_gibberish_tokens,3
unc_gib_00226,smcmf ujqnje eohu,color_object,uncertain,gibberish,base_0226,a lime cup,random_gibberish_tokens,3
unc_gib_00227,tovijug uaihsm jaxgr,color_object,uncertain,gibberish,base_0227,a lime bottle,random_gibberish_tokens,3
unc_gib_00228,atcvx oftyoao sffvxx,color_object,uncertain,gibberish,base_0228,a lime bicycle,random_gibberish_tokens,3
unc_gib_00229,fezifwb wuvuaea esaxh,color_object,uncertain,gibberish,base_0229,a lime car,random_gibberish_tokens,3
unc_gib_00230,cfpe acuistv vfcjju,color_object,uncertain,gibberish,base_0230,a lime rack,random_gibberish_tokens,3
unc_gib_00231,pywqhdoe zeuvrioy fwnpi,color_object,uncertain,gibberish,base_0231,a lime apple,random_gibberish_tokens,3
unc_gib_00232,efkfa mtpiy eqwq,color_object,uncertain,gibberish,base_0232,a lime banana,random_gibberish_tokens,3
unc_gib_00233,lvexaie spurkdoa kedu,color_object,uncertain,gibberish,base_0233,a lime book,random_gibberish_tokens,3
unc_gib_00234,aogvwqj ueuc hvegcqfk,color_object,uncertain,gibberish,base_0234,a lime phone,random_gibberish_tokens,3
unc_gib_00235,atjzjuau bnfhbtv otlqphls,color_object,uncertain,gibberish,base_0235,a lime laptop,random_gibberish_tokens,3
unc_gib_00236,pajmqne itgqq fevkn,color_object,uncertain,gibberish,base_0236,a lime camera,random_gibberish_tokens,3
unc_gib_00237,amdevli rfuju gleyc,color_object,uncertain,gibberish,base_0237,a lime backpack,random_gibberish_tokens,3
unc_gib_00238,mervclp cbntyht fbgpup,color_object,uncertain,gibberish,base_0238,a lime television,random_gibberish_tokens,3
unc_gib_00239,jdeyx saute arluifav,color_object,uncertain,gibberish,base_0239,a cyan dog,random_gibberish_tokens,3
unc_gib_00240,egxjowav qlbjbuv klhwcl,color_object,uncertain,gibberish,base_0240,a cyan cat,random_gibberish_tokens,3
unc_gib_00241,ckebz iwgycbei bxqiu,color_object,uncertain,gibberish,base_0241,a cyan chair,random_gibberish_tokens,3
unc_gib_00242,slzokoth htebhug sovb,color_object,uncertain,gibberish,base_0242,a cyan table,random_gibberish_tokens,3
unc_gib_00243,qbadzban toig lfcmr,color_object,uncertain,gibberish,base_0243,a cyan cup,random_gibberish_tokens,3
unc_gib_00244,krpko fmyp uryr,color_object,uncertain,gibberish,base_0244,a cyan bottle,random_gibberish_tokens,3
unc_gib_00245,imftl eeqt rine,color_object,uncertain,gibberish,base_0245,a cyan bicycle,random_gibberish_tokens,3
unc_gib_00246,trzzott kxukejat aiegu,color_object,uncertain,gibberish,base_0246,a cyan car,random_gibberish_tokens,3
unc_gib_00247,kggbrfd epkxohg mnzmcahb,color_object,uncertain,gibberish,base_0247,a cyan rack,random_gibberish_tokens,3
unc_gib_00248,olukhdg chudo zqpjfyi,color_object,uncertain,gibberish,base_0248,a cyan apple,random_gibberish_tokens,3
unc_gib_00249,hdbi zexxo daiu,color_object,uncertain,gibberish,base_0249,a cyan banana,random_gibberish_tokens,3
unc_gib_00250,qeavg qcgd eeeu,color_object,uncertain,gibberish,base_0250,a cyan book,random_gibberish_tokens,3
unc_gib_00251,ungprqyg tbmdsmlp stog,color_object,uncertain,gibberish,base_0251,a cyan phone,random_gibberish_tokens,3
unc_gib_00252,omye yirlazk fhdspzsh,color_object,uncertain,gibberish,base_0252,a cyan laptop,random_gibberish_tokens,3
unc_gib_00253,oedy tsgenya ojozgq,color_object,uncertain,gibberish,base_0253,a cyan camera,random_gibberish_tokens,3
unc_gib_00254,sulc ompo hoxbyxn,color_object,uncertain,gibberish,base_0254,a cyan backpack,random_gibberish_tokens,3
unc_gib_00255,soaobe xjewupj iamfzopo,color_object,uncertain,gibberish,base_0255,a cyan television,random_gibberish_tokens,3
unc_gib_00256,ihpyrrya abry scrsftio,attribute_object,uncertain,gibberish,base_0256,a small dog,random_gibberish_tokens,3
unc_gib_00257,opulrbo guuh eqzcuzhn,attribute_object,uncertain,gibberish,base_0257,a small cat,random_gibberish_tokens,3
unc_gib_00258,kgzqieeb xyabeiz woagz,attribute_object,uncertain,gibberish,base_0258,a small chair,random_gibberish_tokens,3
unc_gib_00259,ayghteto zrns bucno,attribute_object,uncertain,gibberish,base_0259,a small table,random_gibberish_tokens,3
unc_gib_00260,blewveaa detdws qilaxjo,attribute_object,uncertain,gibberish,base_0260,a small cup,random_gibberish_tokens,3
unc_gib_00261,oluqxzo urzub nhdp,attribute_object,uncertain,gibberish,base_0261,a small bottle,random_gibberish_tokens,3
unc_gib_00262,nnnxeq vwyazr etlfyq,attribute_object,uncertain,gibberish,base_0262,a small bicycle,random_gibberish_tokens,3
unc_gib_00263,mxoqw ztripwoq szaukb,attribute_object,uncertain,gibberish,base_0263,a small car,random_gibberish_tokens,3
unc_gib_00264,nodpu acmn ohuggofk,attribute_object,uncertain,gibberish,base_0264,a small rack,random_gibberish_tokens,3
unc_gib_00265,tiolakjd bsenxui vgpsuql,attribute_object,uncertain,gibberish,base_0265,a small apple,random_gibberish_tokens,3
unc_gib_00266,mugfesb sfajvnl zrjyyr,attribute_object,uncertain,gibberish,base_0266,a small banana,random_gibberish_tokens,3
unc_gib_00267,zfcu wkoflh miaym,attribute_object,uncertain,gibberish,base_0267,a small book,random_gibberish_tokens,3
unc_gib_00268,dneob abtto bmug,attribute_object,uncertain,gibberish,base_0268,a small phone,random_gibberish_tokens,3
unc_gib_00269,npil pnulzr gbrdq,attribute_object,uncertain,gibberish,base_0269,a small laptop,random_gibberish_tokens,3
unc_gib_00270,uoup ricnas ibggmhmm,attribute_object,uncertain,gibberish,base_0270,a small camera,random_gibberish_tokens,3
unc_gib_00271,jxtr bgmuwd jdcpzq,attribute_object,uncertain,gibberish,base_0271,a small backpack,random_gibberish_tokens,3
unc_gib_00272,ihne rmmzh ovnprrw,attribute_object,uncertain,gibberish,base_0272,a small television,random_gibberish_tokens,3
unc_gib_00273,ogmu yxaobvcl funa,attribute_object,uncertain,gibberish,base_0273,a big dog,random_gibberish_tokens,3
unc_gib_00274,cutzibuf yujb cihuyygh,attribute_object,uncertain,gibberish,base_0274,a big cat,random_gibberish_tokens,3
unc_gib_00275,ewtfo qfrmxx zupooh,attribute_object,uncertain,gibberish,base_0275,a big chair,random_gibberish_tokens,3
unc_gib_00276,vvdgxg iaothv nxyahftk,attribute_object,uncertain,gibberish,base_0276,a big table,random_gibberish_tokens,3
unc_gib_00277,hooaf apbi qzjt,attribute_object,uncertain,gibberish,base_0277,a big cup,random_gibberish_tokens,3
unc_gib_00278,khvebfg rdzj tpwaz,attribute_object,uncertain,gibberish,base_0278,a big bottle,random_gibberish_tokens,3
unc_gib_00279,uvfcnmi aeakuqw lclc,attribute_object,uncertain,gibberish,base_0279,a big bicycle,random_gibberish_tokens,3
unc_gib_00280,nadua oyugct pmecjqbc,attribute_object,uncertain,gibberish,base_0280,a big car,random_gibberish_tokens,3
unc_gib_00281,erfyinc xrube gmpk,attribute_object,uncertain,gibberish,base_0281,a big rack,random_gibberish_tokens,3
unc_gib_00282,qfdwpe iielwcr dguwpekz,attribute_object,uncertain,gibberish,base_0282,a big apple,random_gibberish_tokens,3
unc_gib_00283,acxdybo jrmpuii byraumux,attribute_object,uncertain,gibberish,base_0283,a big banana,random_gibberish_tokens,3
unc_gib_00284,iqkblkiq plum loscowcd,attribute_object,uncertain,gibberish,base_0284,a big book,random_gibberish_tokens,3
unc_gib_00285,udlitz ykcvu klapcp,attribute_object,uncertain,gibberish,base_0285,a big phone,random_gibberish_tokens,3
unc_gib_00286,sdnr mnpr mhmuyn,attribute_object,uncertain,gibberish,base_0286,a big laptop,random_gibberish_tokens,3
unc_gib_00287,uioagzde xrfuuvnx ipnaso,attribute_object,uncertain,gibberish,base_0287,a big camera,random_gibberish_tokens,3
unc_gib_00288,wpyrge gmfrgze arwoe,attribute_object,uncertain,gibberish,base_0288,a big backpack,random_gibberish_tokens,3
unc_gib_00289,advo wmnycp ooteuub,attribute_object,uncertain,gibberish,base_0289,a big television,random_gibberish_tokens,3
unc_gib_00290,znviatxv rqhaelyp mshlai,attribute_object,uncertain,gibberish,base_0290,an old dog,random_gibberish_tokens,3
unc_gib_00291,wecuj bmus sfardiaa,attribute_object,uncertain,gibberish,base_0291,an old cat,random_gibberish_tokens,3
unc_gib_00292,inzai vwzz xklt,attribute_object,uncertain,gibberish,base_0292,an old chair,random_gibberish_tokens,3
unc_gib_00293,izued jalzzvh itowfm,attribute_object,uncertain,gibberish,base_0293,an old table,random_gibberish_tokens,3
unc_gib_00294,irsaqoo klrnnsli icrhzyg,attribute_object,uncertain,gibberish,base_0294,an old cup,random_gibberish_tokens,3
unc_gib_00295,baiucpho hiwab qamzefog,attribute_object,uncertain,gibberish,base_0295,an old bottle,random_gibberish_tokens,3
unc_gib_00296,arwgxe ibslumku wqtiax,attribute_object,uncertain,gibberish,base_0296,an old bicycle,random_gibberish_tokens,3
unc_gib_00297,ktzg htdy xainaxb,attribute_object,uncertain,gibberish,base_0297,an old car,random_gibberish_tokens,3
unc_gib_00298,wuzsud dbfs rzow,attribute_object,uncertain,gibberish,base_0298,an old rack,random_gibberish_tokens,3
unc_gib_00299,mmiyugj iljetrtb ewfsdw,attribute_object,uncertain,gibberish,base_0299,an old apple,random_gibberish_tokens,3
unc_gib_00300,birmq zdfixv qxytbeyh,attribute_object,uncertain,gibberish,base_0300,an old banana,random_gibberish_tokens,3
unc_gib_00301,icstveq ivdeiot wipiej,attribute_object,uncertain,gibberish,base_0301,an old book,random_gibberish_tokens,3
unc_gib_00302,bpbnpuu lqlcao tzabgeef,attribute_object,uncertain,gibberish,base_0302,an old phone,random_gibberish_tokens,3
unc_gib_00303,cwjb ieuiqc vlsy,attribute_object,uncertain,gibberish,base_0303,an old laptop,random_gibberish_tokens,3
unc_gib_00304,rbwnd addxbapk eeqexk,attribute_object,uncertain,gibberish,base_0304,an old camera,random_gibberish_tokens,3
unc_gib_00305,jmstp uzhxwr mvljsf,attribute_object,uncertain,gibberish,base_0305,an old backpack,random_gibberish_tokens,3
unc_gib_00306,hspxiiat fpsbyx oiuqkur,attribute_object,uncertain,gibberish,base_0306,an old television,random_gibberish_tokens,3
unc_gib_00307,ohmuxe aieosg ihjkw,attribute_object,uncertain,gibberish,base_0307,a new dog,random_gibberish_tokens,3
unc_gib_00308,htqtsa gnowtxy ivuqe,attribute_object,uncertain,gibberish,base_0308,a new cat,random_gibberish_tokens,3
unc_gib_00309,crqrm trqfdfq gqbq,attribute_object,uncertain,gibberish,base_0309,a new chair,random_gibberish_tokens,3
unc_gib_00310,izstuao anuvosfo ylmahr,attribute_object,uncertain,gibberish,base_0310,a new table,random_gibberish_tokens,3
unc_gib_00311,mycq wgriu ucpya,attribute_object,uncertain,gibberish,base_0311,a new cup,random_gibberish_tokens,3
unc_gib_00312,dzohiao umwe trhc,attribute_object,uncertain,gibberish,base_0312,a new bottle,random_gibberish_tokens,3
unc_gib_00313,hljrlyik emuu ntansth,attribute_object,uncertain,gibberish,base_0313,a new bicycle,random_gibberish_tokens,3
unc_gib_00314,cxopvmo yyrbito yajfhopo,attribute_object,uncertain,gibberish,base_0314,a new car,random_gibberish_tokens,3
unc_gib_00315,pziwqssh wofzrzk vurih,attribute_object,uncertain,gibberish,base_0315,a new rack,random_gibberish_tokens,3
unc_gib_00316,daojekjm esyk uyedc,attribute_object,uncertain,gibberish,base_0316,a new apple,random_gibberish_tokens,3
unc_gib_00317,oaiuywo aqavsfl ainkendt,attribute_object,uncertain,gibberish,base_0317,a new banana,random_gibberish_tokens,3
unc_gib_00318,issxc mpmhm igmibux,attribute_object,uncertain,gibberish,base_0318,a new book,random_gibberish_tokens,3
unc_gib_00319,vuyi vptvt dmgfpxa,attribute_object,uncertain,gibberish,base_0319,a new phone,random_gibberish_tokens,3
unc_gib_00320,ecfuwuav hzesy daeckx,attribute_object,uncertain,gibberish,base_0320,a new laptop,random_gibberish_tokens,3
unc_gib_00321,waztdfj xraoezsi tnvzwlv,attribute_object,uncertain,gibberish,base_0321,a new camera,random_gibberish_tokens,3
unc_gib_00322,fenuhr sweevv megjeun,attribute_object,uncertain,gibberish,base_0322,a new backpack,random_gibberish_tokens,3
unc_gib_00323,uilmmpir rqrgijlp qwes,attribute_object,uncertain,gibberish,base_0323,a new television,random_gibberish_tokens,3
unc_gib_00324,ktucot yczwm drex,attribute_object,uncertain,gibberish,base_0324,a wooden dog,random_gibberish_tokens,3
unc_gib_00325,sxlmg iioe knlbz,attribute_object,uncertain,gibberish,base_0325,a wooden cat,random_gibberish_tokens,3
unc_gib_00326,tuvxcio zdwuva ujoogdxv,attribute_object,uncertain,gibberish,base_0326,a wooden chair,random_gibberish_tokens,3
unc_gib_00327,obqkgkn juughwcu iejree,attribute_object,uncertain,gibberish,base_0327,a wooden table,random_gibberish_tokens,3
unc_gib_00328,sqjsjq auujtiij ivsq,attribute_object,uncertain,gibberish,base_0328,a wooden cup,random_gibberish_tokens,3
unc_gib_00329,fmoidqa ikbgta irovefam,attribute_object,uncertain,gibberish,base_0329,a wooden bottle,random_gibberish_tokens,3
unc_gib_00330,lbitgay fkdtruya lwyfxk,attribute_object,uncertain,gibberish,base_0330,a wooden bicycle,random_gibberish_tokens,3
unc_gib_00331,gdoykmsv lepxaoja kntpx,attribute_object,uncertain,gibberish,base_0331,a wooden car,random_gibberish_tokens,3
unc_gib_00332,jlfuiet fnipbesa eiwauvke,attribute_object,uncertain,gibberish,base_0332,a wooden rack,random_gibberish_tokens,3
unc_gib_00333,gvwkvh zygy iqvogil,attribute_object,uncertain,gibberish,base_0333,a wooden apple,random_gibberish_tokens,3
unc_gib_00334,judrtehq plqxegnf fusfydia,attribute_object,uncertain,gibberish,base_0334,a wooden banana,random_gibberish_tokens,3
unc_gib_00335,ishoedu eoozliul fotrfo,attribute_object,uncertain,gibberish,base_0335,a wooden book,random_gibberish_tokens,3
unc_gib_00336,xvofzuky asuaobh nroi,attribute_object,uncertain,gibberish,base_0336,a wooden phone,random_gibberish_tokens,3
unc_gib_00337,ikczhw ieaykm anzq,attribute_object,uncertain,gibberish,base_0337,a wooden laptop,random_gibberish_tokens,3
unc_gib_00338,tseij vuwqddoe qqmdkc,attribute_object,uncertain,gibberish,base_0338,a wooden camera,random_gibberish_tokens,3
unc_gib_00339,lkekj kuswe vzqiipe,attribute_object,uncertain,gibberish,base_0339,a wooden backpack,random_gibberish_tokens,3
unc_gib_00340,dekuvu ypuexo xhscoepl,attribute_object,uncertain,gibberish,base_0340,a wooden television,random_gibberish_tokens,3
unc_gib_00341,bogemmxu wubaidv eyeatiq,attribute_object,uncertain,gibberish,base_0341,a plastic dog,random_gibberish_tokens,3
unc_gib_00342,oogeprol pafbaaf vnbud,attribute_object,uncertain,gibberish,base_0342,a plastic cat,random_gibberish_tokens,3
unc_gib_00343,ywpgx escai hhogiu,attribute_object,uncertain,gibberish,base_0343,a plastic chair,random_gibberish_tokens,3
unc_gib_00344,adptqco vzvwwmsi qbnytia,attribute_object,uncertain,gibberish,base_0344,a plastic table,random_gibberish_tokens,3
unc_gib_00345,eiuzccow ouuc hijxb,attribute_object,uncertain,gibberish,base_0345,a plastic cup,random_gibberish_tokens,3
unc_gib_00346,eaai eqgyr izibrjob,attribute_object,uncertain,gibberish,base_0346,a plastic bottle,random_gibberish_tokens,3
unc_gib_00347,skftwlo mifjue cfced,attribute_object,uncertain,gibberish,base_0347,a plastic bicycle,random_gibberish_tokens,3
unc_gib_00348,pgcve agliz guhn,attribute_object,uncertain,gibberish,base_0348,a plastic car,random_gibberish_tokens,3
unc_gib_00349,skmgndw hige xqaa,attribute_object,uncertain,gibberish,base_0349,a plastic rack,random_gibberish_tokens,3
unc_gib_00350,btoykyzg pmhoebm ruozq,attribute_object,uncertain,gibberish,base_0350,a plastic apple,random_gibberish_tokens,3
unc_gib_00351,ooongej ysrmgwmu jhvsjhx,attribute_object,uncertain,gibberish,base_0351,a plastic banana,random_gibberish_tokens,3
unc_gib_00352,xengo yzaacd igiins,attribute_object,uncertain,gibberish,base_0352,a plastic book,random_gibberish_tokens,3
unc_gib_00353,hfeefyw lkeaeohu usouni,attribute_object,uncertain,gibberish,base_0353,a plastic phone,random_gibberish_tokens,3
unc_gib_00354,yqae dtxhll ahkirlon,attribute_object,uncertain,gibberish,base_0354,a plastic laptop,random_gibberish_tokens,3
unc_gib_00355,yxqtclnv npumsai aahgkabi,attribute_object,uncertain,gibberish,base_0355,a plastic camera,random_gibberish_tokens,3
unc_gib_00356,xsnacead kdzt ohxav,attribute_object,uncertain,gibberish,base_0356,a plastic backpack,random_gibberish_tokens,3
unc_gib_00357,jwjd neziv lezihd,attribute_object,uncertain,gibberish,base_0357,a plastic television,random_gibberish_tokens,3
unc_gib_00358,crsdpyd ntmijhps osgobi,attribute_object,uncertain,gibberish,base_0358,a glass dog,random_gibberish_tokens,3
unc_gib_00359,ebhhbgj hwjt hcfnukt,attribute_object,uncertain,gibberish,base_0359,a glass cat,random_gibberish_tokens,3
unc_gib_00360,bemry netsk eitun,attribute_object,uncertain,gibberish,base_0360,a glass chair,random_gibberish_tokens,3
unc_gib_00361,iueuk bfgdslq iiakn,attribute_object,uncertain,gibberish,base_0361,a glass table,random_gibberish_tokens,3
unc_gib_00362,olouee mevqbjbz seqynlj,attribute_object,uncertain,gibberish,base_0362,a glass cup,random_gibberish_tokens,3
unc_gib_00363,hnanpqzn yanxvgd vkpin,attribute_object,uncertain,gibberish,base_0363,a glass bottle,random_gibberish_tokens,3
unc_gib_00364,wrqw olcw kcke,attribute_object,uncertain,gibberish,base_0364,a glass bicycle,random_gibberish_tokens,3
unc_gib_00365,qomrccxp phgz wqjinoms,attribute_object,uncertain,gibberish,base_0365,a glass car,random_gibberish_tokens,3
unc_gib_00366,uecfexie izxibjiq qhomef,attribute_object,uncertain,gibberish,base_0366,a glass rack,random_gibberish_tokens,3
unc_gib_00367,ubaq ajrirmal ezaofkx,attribute_object,uncertain,gibberish,base_0367,a glass apple,random_gibberish_tokens,3
unc_gib_00368,bogqbrob aiollesa otadsupu,attribute_object,uncertain,gibberish,base_0368,a glass banana,random_gibberish_tokens,3
unc_gib_00369,zhppe rrliowe znhu,attribute_object,uncertain,gibberish,base_0369,a glass book,random_gibberish_tokens,3
unc_gib_00370,eoruv lein qqpazj,attribute_object,uncertain,gibberish,base_0370,a glass phone,random_gibberish_tokens,3
unc_gib_00371,uodm iujbj asooy,attribute_object,uncertain,gibberish,base_0371,a glass laptop,random_gibberish_tokens,3
unc_gib_00372,prtxto loaxpo tawk,attribute_object,uncertain,gibberish,base_0372,a glass camera,random_gibberish_tokens,3
unc_gib_00373,ntms fgboh xwcftsh,attribute_object,uncertain,gibberish,base_0373,a glass backpack,random_gibberish_tokens,3
unc_gib_00374,ngat zohxe agysrvi,attribute_object,uncertain,gibberish,base_0374,a glass television,random_gibberish_tokens,3
unc_gib_00375,trrdpveh jwlh wjgocblb,attribute_object,uncertain,gibberish,base_0375,a stone dog,random_gibberish_tokens,3
unc_gib_00376,eketjq wageadkr irnapy,attribute_object,uncertain,gibberish,base_0376,a stone cat,random_gibberish_tokens,3
unc_gib_00377,evevd rdeaqzi umoquy,attribute_object,uncertain,gibberish,base_0377,a stone chair,random_gibberish_tokens,3
unc_gib_00378,xntuzzlu numnryje pushmj,attribute_object,uncertain,gibberish,base_0378,a stone table,random_gibberish_tokens,3
unc_gib_00379,izitunyf ojioulr rttnh,attribute_object,uncertain,gibberish,base_0379,a stone cup,random_gibberish_tokens,3
unc_gib_00380,cdwg oxfy kyliex,attribute_object,uncertain,gibberish,base_0380,a stone bottle,random_gibberish_tokens,3
unc_gib_00381,eoyhyi keyhikr okdsqolt,attribute_object,uncertain,gibberish,base_0381,a stone bicycle,random_gibberish_tokens,3
unc_gib_00382,ubyspdq epket xdbp,attribute_object,uncertain,gibberish,base_0382,a stone car,random_gibberish_tokens,3
unc_gib_00383,tsappi kujokhw vogi,attribute_object,uncertain,gibberish,base_0383,a stone rack,random_gibberish_tokens,3
unc_gib_00384,mddxh rejdfh spehbhuu,attribute_object,uncertain,gibberish,base_0384,a stone apple,random_gibberish_tokens,3
unc_gib_00385,ocgyuohe cqmtq qouyquet,attribute_object,uncertain,gibberish,base_0385,a stone banana,random_gibberish_tokens,3
unc_gib_00386,eparm tbzoem boqsjre,attribute_object,uncertain,gibberish,base_0386,a stone book,random_gibberish_tokens,3
unc_gib_00387,acqom utnvfw vvsyyp,attribute_object,uncertain,gibberish,base_0387,a stone phone,random_gibberish_tokens,3
unc_gib_00388,usoa ugosijqk bejg,attribute_object,uncertain,gibberish,base_0388,a stone laptop,random_gibberish_tokens,3
unc_gib_00389,ledcteh sipiwin xleblvqx,attribute_object,uncertain,gibberish,base_0389,a stone camera,random_gibberish_tokens,3
unc_gib_00390,igkegu qnktaart pkto,attribute_object,uncertain,gibberish,base_0390,a stone backpack,random_gibberish_tokens,3
unc_gib_00391,rihyqabr eacppdm xcjoox,attribute_object,uncertain,gibberish,base_0391,a stone television,random_gibberish_tokens,3
unc_gib_00392,vydlvy cntii qkijga,attribute_object,uncertain,gibberish,base_0392,a metal dog,random_gibberish_tokens,3
unc_gib_00393,fsdn tfuiea jcltqi,attribute_object,uncertain,gibberish,base_0393,a metal cat,random_gibberish_tokens,3
unc_gib_00394,noxehon gyleb ubvgvq,attribute_object,uncertain,gibberish,base_0394,a metal chair,random_gibberish_tokens,3
unc_gib_00395,uecxwonx rune zexlksb,attribute_object,uncertain,gibberish,base_0395,a metal table,random_gibberish_tokens,3
unc_gib_00396,diwazut wfonzrzt lmrr,attribute_object,uncertain,gibberish,base_0396,a metal cup,random_gibberish_tokens,3
unc_gib_00397,imwzg aaia vufyddq,attribute_object,uncertain,gibberish,base_0397,a metal bottle,random_gibberish_tokens,3
unc_gib_00398,luaeh uznovojt aeoszcjp,attribute_object,uncertain,gibberish,base_0398,a metal bicycle,random_gibberish_tokens,3
unc_gib_00399,irao fwut iciwifmg,attribute_object,uncertain,gibberish,base_0399,a metal car,random_gibberish_tokens,3
unc_gib_00400,erutmb duffif xemua,attribute_object,uncertain,gibberish,base_0400,a metal rack,random_gibberish_tokens,3
unc_gib_00401,uwfarncf tpfxehxa gvrv,attribute_object,uncertain,gibberish,base_0401,a metal apple,random_gibberish_tokens,3
unc_gib_00402,jkjqvg oiyaitf lxzkcka,attribute_object,uncertain,gibberish,base_0402,a metal banana,random_gibberish_tokens,3
unc_gib_00403,jfzfang aiolj pklls,attribute_object,uncertain,gibberish,base_0403,a metal book,random_gibberish_tokens,3
unc_gib_00404,curml bvszj otgkqw,attribute_object,uncertain,gibberish,base_0404,a metal phone,random_gibberish_tokens,3
unc_gib_00405,gpfvoxam uuuoab unjmol,attribute_object,uncertain,gibberish,base_0405,a metal laptop,random_gibberish_tokens,3
unc_gib_00406,qyptknkt wdgcr awgjfbol,attribute_object,uncertain,gibberish,base_0406,a metal camera,random_gibberish_tokens,3
unc_gib_00407,ekduzelb eivxrpu fulhc,attribute_object,uncertain,gibberish,base_0407,a metal backpack,random_gibberish_tokens,3
unc_gib_00408,jmsgj modebc rhgrhvuu,attribute_object,uncertain,gibberish,base_0408,a metal television,random_gibberish_tokens,3
unc_gib_00409,oyxsyolb qouge aquehkeu,attribute_object,uncertain,gibberish,base_0409,a shiny dog,random_gibberish_tokens,3
unc_gib_00410,dwvlwhte edyru ilib,attribute_object,uncertain,gibberish,base_0410,a shiny cat,random_gibberish_tokens,3
unc_gib_00411,aahu jfwc gifumdgx,attribute_object,uncertain,gibberish,base_0411,a shiny chair,random_gibberish_tokens,3
unc_gib_00412,tdmctrcb onvgxr uncho,attribute_object,uncertain,gibberish,base_0412,a shiny table,random_gibberish_tokens,3
unc_gib_00413,ccky paudcovw iletkqed,attribute_object,uncertain,gibberish,base_0413,a shiny cup,random_gibberish_tokens,3
unc_gib_00414,ggyhzmh revf iciopa,attribute_object,uncertain,gibberish,base_0414,a shiny bottle,random_gibberish_tokens,3
unc_gib_00415,kihbt luvbawv igcnz,attribute_object,uncertain,gibberish,base_0415,a shiny bicycle,random_gibberish_tokens,3
unc_gib_00416,ijpv fkaysa jdjgnaaa,attribute_object,uncertain,gibberish,base_0416,a shiny car,random_gibberish_tokens,3
unc_gib_00417,oiavuuae anay entmuruq,attribute_object,uncertain,gibberish,base_0417,a shiny rack,random_gibberish_tokens,3
unc_gib_00418,pcyfuw qnurhu dlrliwca,attribute_object,uncertain,gibberish,base_0418,a shiny apple,random_gibberish_tokens,3
unc_gib_00419,qcfgbe jqaa sjhiirh,attribute_object,uncertain,gibberish,base_0419,a shiny banana,random_gibberish_tokens,3
unc_gib_00420,ttwgvia wvek uuczfpb,attribute_object,uncertain,gibberish,base_0420,a shiny book,random_gibberish_tokens,3
unc_gib_00421,uxdibouo uouiuovw zexbij,attribute_object,uncertain,gibberish,base_0421,a shiny phone,random_gibberish_tokens,3
unc_gib_00422,akgow bozr hikk,attribute_object,uncertain,gibberish,base_0422,a shiny laptop,random_gibberish_tokens,3
unc_gib_00423,yeuwii aungpgl opde,attribute_object,uncertain,gibberish,base_0423,a shiny camera,random_gibberish_tokens,3
unc_gib_00424,rgun jokm cekvqocq,attribute_object,uncertain,gibberish,base_0424,a shiny backpack,random_gibberish_tokens,3
unc_gib_00425,dybdclzn huxo pltyh,attribute_object,uncertain,gibberish,base_0425,a shiny television,random_gibberish_tokens,3
unc_gib_00426,oooy wooau lvljsgih,attribute_object,uncertain,gibberish,base_0426,a dirty dog,random_gibberish_tokens,3
unc_gib_00427,qwohd qrvitpjd lhiqcame,attribute_object,uncertain,gibberish,base_0427,a dirty cat,random_gibberish_tokens,3
unc_gib_00428,lofooha auhj rwture,attribute_object,uncertain,gibberish,base_0428,a dirty chair,random_gibberish_tokens,3
unc_gib_00429,fennsaxz fctqgab dhzhqpn,attribute_object,uncertain,gibberish,base_0429,a dirty table,random_gibberish_tokens,3
unc_gib_00430,aqdhxxsa lymaeaae yimmiuzd,attribute_object,uncertain,gibberish,base_0430,a dirty cup,random_gibberish_tokens,3
unc_gib_00431,zsashw thyquzs tguugex,attribute_object,uncertain,gibberish,base_0431,a dirty bottle,random_gibberish_tokens,3
unc_gib_00432,cuvzz lioys fwnivxgy,attribute_object,uncertain,gibberish,base_0432,a dirty bicycle,random_gibberish_tokens,3
unc_gib_00433,kgxoee uilnnonx xkyiv,attribute_object,uncertain,gibberish,base_0433,a dirty car,random_gibberish_tokens,3
unc_gib_00434,qboq ytiemfua ucnl,attribute_object,uncertain,gibberish,base_0434,a dirty rack,random_gibberish_tokens,3
unc_gib_00435,pmmn jijour aygziap,attribute_object,uncertain,gibberish,base_0435,a dirty apple,random_gibberish_tokens,3
unc_gib_00436,yfvcg pvpguon slhnlnoi,attribute_object,uncertain,gibberish,base_0436,a dirty banana,random_gibberish_tokens,3
unc_gib_00437,vyaoabam xkkfib czwamu,attribute_object,uncertain,gibberish,base_0437,a dirty book,random_gibberish_tokens,3
